time,tau1,tau2,tau3,tau4,tau5,tau6
3060,4.67619, 0, 0, 0, 0, 0
3065,4.67618, 0, 0, 0, 0, 0
3070,4.67617, 0, 0, 0, 0, 0
3075,4.67615, 0, 0, 0, 0, 0
3080,4.67614, 0, 0, 0, 0, 0
3085,4.67613, 0, 0, 0, 0, 0
3090,4.67611, 0, 0, 0, 0, 0
3095,4.6761, 0, 0, 0, 0, 0
3100,4.67609, 0, 0, 0, 0, 0
3105,4.67608, 0, 0, 0, 0, 0
3110,4.67606, 0, 0, 0, 0, 0
3115,4.67605, 0, 0, 0, 0, 0
3120,4.67604, 0, 0, 0, 0, 0
3125,4.67603, 0, 0, 0, 0, 0
3130,4.67601, 0, 0, 0, 0, 0
3135,4.676, 0, 0, 0, 0, 0
3140,4.67599, 0, 0, 0, 0, 0
3145,4.67598, 0, 0, 0, 0, 0
3150,4.67596, 0, 0, 0, 0, 0
3155,4.67595, 0, 0, 0, 0, 0
3160,4.67594, 0, 0, 0, 0, 0
3165,4.67592, 0, 0, 0, 0, 0
3170,4.67591, 0, 0, 0, 0, 0
3175,4.6759, 0, 0, 0, 0, 0
3180,4.67589, 0, 0, 0, 0, 0
3185,4.67587, 0, 0, 0, 0, 0
3190,4.67586, 0, 0, 0, 0, 0
3195,4.67585, 0, 0, 0, 0, 0
3200,4.67584, 0, 0, 0, 0, 0
3205,4.67582, 0, 0, 0, 0, 0
3210,4.67581, 0, 0, 0, 0, 0
3215,4.6758, 0, 0, 0, 0, 0
3220,4.67578, 0, 0, 0, 0, 0
3225,4.67577, 0, 0, 0, 0, 0
3230,4.67576, 0, 0, 0, 0, 0
3235,4.67575, 0, 0, 0, 0, 0
3240,4.67573, 0, 0, 0, 0, 0
3245,4.67572, 0, 0, 0, 0, 0
3250,4.67571, 0, 0, 0, 0, 0
3255,4.6757, 0, 0, 0, 0, 0
3260,4.67568, 0, 0, 0, 0, 0
3265,4.67567, 0, 0, 0, 0, 0
3270,4.67566, 0, 0, 0, 0, 0
3275,4.67564, 0, 0, 0, 0, 0
3280,4.67563, 0, 0, 0, 0, 0
3285,4.67562, 0, 0, 0, 0, 0
3290,4.67561, 0, 0, 0, 0, 0
3295,4.67559, 0, 0, 0, 0, 0
3300,4.67558, 0, 0, 0, 0, 0
3305,4.67557, 0, 0, 0, 0, 0
3310,4.67556, 0, 0, 0, 0, 0
3315,4.67554, 0, 0, 0, 0, 0
3320,4.67553, 0, 0, 0, 0, 0
3325,4.67552, 0, 0, 0, 0, 0
3330,4.67551, 0, 0, 0, 0, 0
3335,4.67549, 0, 0, 0, 0, 0
3340,4.67548, 0, 0, 0, 0, 0
3345,4.67547, 0, 0, 0, 0, 0
3350,4.67545, 0, 0, 0, 0, 0
3355,4.67544, 0, 0, 0, 0, 0
3360,4.67543, 0, 0, 0, 0, 0
3365,4.67542, 0, 0, 0, 0, 0
3370,4.6754, 0, 0, 0, 0, 0
3375,4.67539, 0, 0, 0, 0, 0
3380,4.67538, 0, 0, 0, 0, 0
3385,4.67537, 0, 0, 0, 0, 0
3390,4.67535, 0, 0, 0, 0, 0
3395,4.67534, 0, 0, 0, 0, 0
3400,4.67533, 0, 0, 0, 0, 0
3405,4.67532, 0, 0, 0, 0, 0
3410,4.6753, 0, 0, 0, 0, 0
3415,4.67529, 0, 0, 0, 0, 0
3420,4.67528, 0, 0, 0, 0, 0
3425,4.67526, 0, 0, 0, 0, 0
3430,4.67525, 0, 0, 0, 0, 0
3435,4.67524, 0, 0, 0, 0, 0
3440,4.67523, 0, 0, 0, 0, 0
3445,4.67521, 0, 0, 0, 0, 0
3450,4.6752, 0, 0, 0, 0, 0
3455,4.67519, 0, 0, 0, 0, 0
3460,4.67518, 0, 0, 0, 0, 0
3465,4.67516, 0, 0, 0, 0, 0
3470,4.67515, 0, 0, 0, 0, 0
3475,4.67514, 0, 0, 0, 0, 0
3480,4.67513, 0, 0, 0, 0, 0
3485,4.67511, 0, 0, 0, 0, 0
3490,4.6751, 0, 0, 0, 0, 0
3495,4.67509, 0, 0, 0, 0, 0
3500,4.67507, 0, 0, 0, 0, 0
3505,4.67506, 0, 0, 0, 0, 0
3510,4.67505, 0, 0, 0, 0, 0
3515,4.67504, 0, 0, 0, 0, 0
3520,4.67502, 0, 0, 0, 0, 0
3525,4.67501, 0, 0, 0, 0, 0
3530,4.675, 0, 0, 0, 0, 0
3535,4.67499, 0, 0, 0, 0, 0
3540,4.67497, 0, 0, 0, 0, 0
3545,4.67496, 0, 0, 0, 0, 0
3550,4.67495, 0, 0, 0, 0, 0
3555,4.67494, 0, 0, 0, 0, 0
3560,4.67492, 0, 0, 0, 0, 0
3565,4.67491, 0, 0, 0, 0, 0
3570,4.6749, 0, 0, 0, 0, 0
3575,4.67488, 0, 0, 0, 0, 0
3580,4.67487, 0, 0, 0, 0, 0
3585,4.67486, 0, 0, 0, 0, 0
3590,4.67485, 0, 0, 0, 0, 0
3595,4.67483, 0, 0, 0, 0, 0
3600,4.67482, 0, 0, 0, 0, 0
3605,4.67481, 0, 0, 0, 0, 0
3610,4.6748, 0, 0, 0, 0, 0
3615,4.67478, 0, 0, 0, 0, 0
3620,4.67477, 0, 0, 0, 0, 0
3625,4.67476, 0, 0, 0, 0, 0
3630,4.67475, 0, 0, 0, 0, 0
3635,4.67473, 0, 0, 0, 0, 0
3640,4.67472, 0, 0, 0, 0, 0
3645,4.67471, 0, 0, 0, 0, 0
3650,4.67469, 0, 0, 0, 0, 0
3655,4.67468, 0, 0, 0, 0, 0
3660,4.67467, 0, 0, 0, 0, 0
3665,4.67466, 0, 0, 0, 0, 0
3670,4.67464, 0, 0, 0, 0, 0
3675,4.67463, 0, 0, 0, 0, 0
3680,4.67462, 0, 0, 0, 0, 0
3685,4.67461, 0, 0, 0, 0, 0
3690,4.67459, 0, 0, 0, 0, 0
3695,4.67458, 0, 0, 0, 0, 0
3700,4.67457, 0, 0, 0, 0, 0
3705,4.67456, 0, 0, 0, 0, 0
3710,4.67454, 0, 0, 0, 0, 0
3715,4.67453, 0, 0, 0, 0, 0
3720,4.67452, 0, 0, 0, 0, 0
3725,4.6745, 0, 0, 0, 0, 0
3730,4.67449, 0, 0, 0, 0, 0
3735,4.67448, 0, 0, 0, 0, 0
3740,4.67447, 0, 0, 0, 0, 0
3745,4.67445, 0, 0, 0, 0, 0
3750,4.67444, 0, 0, 0, 0, 0
3755,4.67443, 0, 0, 0, 0, 0
3760,4.67442, 0, 0, 0, 0, 0
3765,4.6744, 0, 0, 0, 0, 0
3770,4.67439, 0, 0, 0, 0, 0
3775,4.67438, 0, 0, 0, 0, 0
3780,4.67437, 0, 0, 0, 0, 0
3785,4.67435, 0, 0, 0, 0, 0
3790,4.67434, 0, 0, 0, 0, 0
3795,4.67433, 0, 0, 0, 0, 0
3800,4.67432, 0, 0, 0, 0, 0
3805,4.6743, 0, 0, 0, 0, 0
3810,4.67429, 0, 0, 0, 0, 0
3815,4.67428, 0, 0, 0, 0, 0
3820,4.67426, 0, 0, 0, 0, 0
3825,4.67425, 0, 0, 0, 0, 0
3830,4.67424, 0, 0, 0, 0, 0
3835,4.67423, 0, 0, 0, 0, 0
3840,4.67421, 0, 0, 0, 0, 0
3845,4.6742, 0, 0, 0, 0, 0
3850,4.67419, 0, 0, 0, 0, 0
3855,4.67418, 0, 0, 0, 0, 0
3860,4.67416, 0, 0, 0, 0, 0
3865,4.67415, 0, 0, 0, 0, 0
3870,4.67414, 0, 0, 0, 0, 0
3875,4.67413, 0, 0, 0, 0, 0
3880,4.67411, 0, 0, 0, 0, 0
3885,4.6741, 0, 0, 0, 0, 0
3890,4.67409, 0, 0, 0, 0, 0
3895,4.67408, 0, 0, 0, 0, 0
3900,4.67406, 0, 0, 0, 0, 0
3905,4.67405, 0, 0, 0, 0, 0
3910,4.67404, 0, 0, 0, 0, 0
3915,4.67402, 0, 0, 0, 0, 0
3920,4.67401, 0, 0, 0, 0, 0
3925,4.674, 0, 0, 0, 0, 0
3930,4.67399, 0, 0, 0, 0, 0
3935,4.67397, 0, 0, 0, 0, 0
3940,4.67396, 0, 0, 0, 0, 0
3945,4.67395, 0, 0, 0, 0, 0
3950,4.67394, 0, 0, 0, 0, 0
3955,4.67392, 0, 0, 0, 0, 0
3960,4.67391, 0, 0, 0, 0, 0
3965,4.6739, 0, 0, 0, 0, 0
3970,4.67389, 0, 0, 0, 0, 0
3975,4.67387, 0, 0, 0, 0, 0
3980,4.67386, 0, 0, 0, 0, 0
3985,4.67385, 0, 0, 0, 0, 0
3990,4.67384, 0, 0, 0, 0, 0
3995,4.67382, 0, 0, 0, 0, 0
4000,4.67381, 0, 0, 0, 0, 0
4005,4.6738, 0, 0, 0, 0, 0
4010,4.67378, 0, 0, 0, 0, 0
