time,thrust,rate_sp.x,rate_sp.y,rate_sp.z,tau_sp.x,tau_sp.y,tau_sp.z,m.1,m.2,m.3,m.4
1080,0,0.00258549,-0.00458022,0.287671,-0.000909028,-0.000258986,-4.83841e-05,0.231212,-0.566917,0.168269,0.167436
1085,0,0.00261411,-0.00491663,0.28404,-0.000362167,-0.000280974,-4.83443e-05,0.231252,-0.566965,0.168317,0.167396
1090,0,0.00264802,-0.00532983,0.280444,0.000304355,-0.000307603,-4.51567e-05,0.567011,-0.231298,-0.167337,-0.168376
1095,0,0.00268405,-0.00580678,0.276874,0.000893651,-0.000307446,-6.59518e-05,0.567048,-0.231343,-0.167375,-0.16833
1100,0,0.00271857,-0.0063115,0.273319,0.00120664,-0.000308913,-8.3992e-05,0.567083,-0.231385,-0.167403,-0.168294
1105,0,0.00275154,-0.00682405,0.269779,0.00127223,-0.000316329,-0.000102072,0.567132,-0.231437,-0.167423,-0.168272
1110,0,0.00278295,-0.00732672,0.266254,0.000909613,-0.000317122,-0.000108939,0.567152,-0.231447,-0.16744,-0.168264
1115,0,0.00281278,-0.00780356,0.262744,0.000540246,-0.000318606,-0.000126345,0.567192,-0.231481,-0.167475,-0.168236
1120,0,0.00284023,-0.00823601,0.259252,-0.000195839,-0.000315495,-0.00014569,0.231512,-0.567226,0.168193,0.167521
1125,0,0.00286141,-0.00859708,0.255794,-0.000814714,-0.000305757,-0.00014037,0.231486,-0.567192,0.168181,0.167526
1130,0,0.00287471,-0.00889089,0.252375,-0.00126833,-0.000273436,-0.000135996,0.231419,-0.567114,0.16812,0.167576
1135,0,0.00287921,-0.00912581,0.249001,-0.00151472,-0.000260162,-0.00013768,0.2314,-0.567087,0.168086,0.167601
1140,0,0.00287295,-0.00930209,0.245678,-0.00137287,-0.000213371,-0.000134553,0.231298,-0.566991,0.168002,0.16769
1145,0,0.00284935,-0.00938901,0.242436,-0.001065,-0.000138117,-9.84375e-05,0.231074,-0.566775,0.167929,0.167772
1150,0,0.00280111,-0.00934742,0.239307,-0.00062107,-3.65378e-05,-4.4281e-05,0.230762,-0.566472,0.16784,0.16787
1155,0,0.00272137,-0.00913702,0.236322,-5.85696e-05,0.000100905,2.27056e-05,-0.566558,0.230844,0.167703,0.168011
1160,0,0.00261382,-0.00878229,0.23347,0.000770989,0.000189036,5.18278e-05,-0.231079,0.566787,-0.168125,-0.167582
1165,0,0.00249844,-0.0084056,0.230665,0.00136634,0.000197429,4.55891e-05,-0.231091,0.566783,-0.168146,-0.167546
1170,0,0.00238477,-0.00805215,0.22787,0.00178158,0.000207207,3.69826e-05,-0.231101,0.566778,-0.168175,-0.167502
1175,0,0.0022733,-0.00771139,0.225082,0.00199943,0.000208023,9.41206e-06,-0.231053,0.566721,-0.168226,-0.167441
1180,0,0.00216404,-0.00737304,0.2223,0.00196643,0.000208061,2.26032e-06,-0.231038,0.566707,-0.168241,-0.167428
1185,0,0.00205697,-0.00702978,0.219526,0.00192542,0.000208557,-1.21435e-05,0.167447,0.168224,-0.566729,0.231058
1190,0,0.00195207,-0.00667608,0.216759,0.0015908,0.00021013,-2.11672e-05,0.167469,0.168216,-0.566756,0.231072
1195,0,0.00184931,-0.00630603,0.213999,0.0013324,0.000221178,-3.05356e-05,0.16747,0.168224,-0.566801,0.231108
1200,0,0.00174868,-0.00591367,0.211247,0.000946125,0.000217607,-5.53193e-05,0.167531,0.168173,-0.566848,0.231145
1205,0,0.00165013,-0.00549308,0.208502,0.000395175,0.000226463,-7.25181e-05,0.167552,0.168161,-0.566904,0.231192
1210,0,0.00155363,-0.00503861,0.205765,-0.000389996,0.000224789,-9.7373e-05,-0.168108,-0.167604,-0.231237,0.56695
1215,0,0.00145913,-0.00454888,0.203035,-0.00105224,0.000234616,-9.20879e-05,-0.168133,-0.167569,-0.231252,0.566953
1220,0,0.0013666,-0.00403206,0.200311,-0.00141975,0.000233277,-0.000113761,-0.168082,-0.167609,-0.231298,0.566988
1225,0,0.00127601,-0.0034972,0.197595,-0.00188028,0.000235999,-0.000132624,-0.168041,-0.167632,-0.231349,0.567022
1230,0,0.00118733,-0.002953,0.194885,-0.00190192,0.000241633,-0.000152866,-0.168012,-0.16766,-0.231401,0.567073
1235,0,0.00110057,-0.00240779,0.192181,-0.00185451,0.000244061,-0.00016516,-0.167993,-0.167681,-0.231429,0.567103
1240,0,0.00101642,-0.00187448,0.189487,-0.00170207,0.000247316,-0.000169534,-0.167994,-0.167686,-0.231441,0.567121
1245,0,0.000939512,-0.00139513,0.186824,-0.00144625,0.000215378,-0.000176082,-0.167923,-0.167767,-0.231386,0.567075
1250,0,0.000875677,-0.0010223,0.18422,-0.000962212,0.000145652,-0.000140913,-0.167861,-0.167842,-0.231171,0.566875
1255,0,0.000830406,-0.000808456,0.181705,-0.000234193,6.53127e-05,-0.0001029,-0.167783,-0.167931,-0.230932,0.566646
1260,0,0.000809307,-0.000809099,0.179308,0.000566758,-5.0091e-05,-4.88412e-05,0.566508,-0.230797,-0.167853,-0.167858
1265,0,0.000813444,-0.00104084,0.177038,0.00131709,-0.000156069,9.46748e-07,0.168153,0.167541,0.23092,-0.566614
1270,0,0.000830931,-0.00140584,0.174839,0.00185039,-0.000191845,1.27132e-05,0.168191,0.167483,0.231024,-0.566698
1275,0,0.000849653,-0.00179934,0.172651,0.00198442,-0.000202439,-8.05152e-06,0.566707,-0.231039,-0.16745,-0.168218
1280,0,0.000867709,-0.00219742,0.170464,0.00207086,-0.000197007,-1.50899e-05,0.566708,-0.231044,-0.167473,-0.168191
1285,0,0.000885102,-0.00259221,0.168278,0.00195054,-0.00019074,-4.33021e-05,0.566754,-0.231085,-0.167544,-0.168126
1290,0,0.000901821,-0.00297636,0.166093,0.00172674,-0.000198602,-5.45651e-05,0.566797,-0.231118,-0.167555,-0.168124
1295,0,0.000917848,-0.00334299,0.163911,0.00119617,-0.000209152,-6.64553e-05,0.56685,-0.231153,-0.167567,-0.168131
1300,0,0.000933168,-0.00368573,0.161729,0.000533638,-0.000206277,-7.91617e-05,0.566877,-0.231166,-0.167604,-0.168107
1305,0,0.00094776,-0.00399867,0.15955,-0.00023322,-0.000210533,-8.83312e-05,0.231191,-0.566904,0.168098,0.167615
1310,0,0.000961585,-0.00428095,0.157373,-0.000980749,-0.000210254,-0.000113662,0.231246,-0.566949,0.168043,0.16766
1315,0,0.000974627,-0.00454195,0.155197,-0.0014421,-0.000208315,-0.000128975,0.231279,-0.566968,0.168002,0.167688
1320,0,0.000986877,-0.00479155,0.153024,-0.00166624,-0.000209195,-0.000132783,0.231292,-0.566974,0.167992,0.16769
1325,0,0.000998334,-0.00503884,0.150852,-0.00165273,-0.000219264,-0.000147939,0.231342,-0.567024,0.167982,0.1677
1330,0,0.00100896,-0.00529182,0.148681,-0.00161456,-0.000217448,-0.00016873,0.231378,-0.567062,0.167938,0.167745
1335,0,0.00101707,-0.00553975,0.146524,-0.00109112,-0.000213845,-0.000170352,0.231366,-0.567066,0.167936,0.167764
1340,0,0.00101873,-0.0057452,0.144407,-0.000481283,-0.00015366,-0.000160306,0.231222,-0.566933,0.167843,0.167869
1345,0,0.00101003,-0.00586791,0.142359,0.000290234,-8.60425e-05,-0.000121219,0.566723,-0.23101,-0.167926,-0.167787
1350,0,0.000988269,-0.00587293,0.140403,0.00105836,8.71088e-06,-7.72286e-05,0.167986,0.167715,-0.566477,0.230776
1355,0,0.000954074,-0.00575219,0.138536,0.00150582,8.14388e-05,-4.41438e-05,0.16777,0.167917,-0.566549,0.230861
1360,0,0.000913356,-0.00555789,0.136722,0.00175768,0.000117042,-4.17868e-05,0.16769,0.167988,-0.56661,0.230932
1365,0,0.000870971,-0.00533413,0.134925,0.00162016,0.000123477,-5.13138e-05,0.167699,0.167984,-0.566644,0.230961
1370,0,0.000827789,-0.00508181,0.133141,0.00129258,0.000132473,-4.76407e-05,0.16768,0.168015,-0.56666,0.230965
1375,0,0.000783873,-0.00479358,0.131368,0.000621252,0.000149319,-5.92174e-05,0.167677,0.168033,-0.566724,0.231014
1380,0,0.000739296,-0.00446286,0.129608,-0.000176557,0.000170093,-6.53145e-05,-0.168064,-0.16765,-0.231065,0.566779
1385,0,0.000694915,-0.00409837,0.127854,-0.000886305,0.000173629,-7.55237e-05,-0.168046,-0.167659,-0.231097,0.566802
1390,0,0.000651453,-0.00371813,0.1261,-0.00130724,0.000176041,-9.34195e-05,-0.16801,-0.167684,-0.231142,0.566836
1395,0,0.000608894,-0.00333182,0.124346,-0.00136293,0.000157175,-0.00010749,-0.167944,-0.167748,-0.231134,0.566826
1400,0,0.000567558,-0.00295176,0.122593,-0.0011339,0.00015898,-0.000111605,-0.167943,-0.167756,-0.231142,0.566841
1405,0,0.000530285,-0.00261876,0.120863,-0.000704031,0.000137246,-0.000108573,-0.167911,-0.167798,-0.231088,0.566797
1410,0,0.000500866,-0.00238627,0.119185,-0.000109553,7.95692e-05,-8.02968e-05,-0.167856,-0.167859,-0.230916,0.56663
1415,0,0.000482907,-0.00230722,0.117587,0.000778198,-3.11798e-06,-3.4425e-05,0.566385,-0.230678,-0.167915,-0.167792
1420,0,0.000476923,-0.00239448,0.116077,0.00167597,-6.91645e-05,-1.33128e-05,0.566461,-0.230779,-0.16773,-0.167951
1425,0,0.000477231,-0.0025751,0.114614,0.00194638,-0.000104455,-2.06538e-06,0.566503,-0.230833,-0.167633,-0.168037
1430,0,0.000478748,-0.00277964,0.113162,0.00213223,-0.000110492,-9.87959e-06,0.566525,-0.230864,-0.167632,-0.168029
1435,0,0.000480107,-0.00298337,0.111709,0.00211812,-0.00010779,-3.02283e-05,0.566561,-0.230899,-0.167678,-0.167984
1440,0,0.000481334,-0.00317944,0.110257,0.00174222,-0.00010282,-3.22093e-05,0.566563,-0.230884,-0.1677,-0.167979
1445,0,0.000482475,-0.00336192,0.108805,0.00113547,-0.000100844,-4.15281e-05,0.566588,-0.230889,-0.167732,-0.167967
1450,0,0.000483213,-0.00352045,0.107358,0.000157488,-0.000101587,-4.99068e-05,0.566613,-0.230899,-0.167755,-0.167959
1455,0,0.000481206,-0.00361487,0.105938,-0.000704033,-7.75881e-05,-3.47518e-05,0.230825,-0.566533,0.167939,0.16777
1460,0,0.000474083,-0.0036074,0.104568,-0.00163822,-2.61981e-05,-9.28674e-06,0.230686,-0.566369,0.167875,0.167808
1465,0,0.000459975,-0.00347499,0.103265,-0.00219426,4.98256e-05,1.89616e-05,-0.566422,0.230764,0.167768,0.16789
1470,0,0.000440124,-0.00324148,0.102019,-0.00250152,7.71666e-05,1.69798e-05,-0.566464,0.230823,0.167702,0.167939
1475,0,0.000420239,-0.00300053,0.100777,-0.00255077,8.69904e-05,1.5921e-05,-0.566479,0.230841,0.167679,0.167959
1480,0,0.000400677,-0.00276332,0.0995347,-0.00228952,7.09267e-05,8.93831e-06,-0.566441,0.230788,0.167704,0.167949
1485,0,0.000381443,-0.00253399,0.0982917,-0.00205294,8.74384e-05,-3.75556e-06,-0.167998,-0.167667,-0.230805,0.56647
1490,0,0.000362549,-0.00231586,0.0970485,-0.00150984,8.51188e-05,-1.62561e-05,-0.16798,-0.167708,-0.230814,0.566501
1495,0,0.000343992,-0.00211265,0.0958049,-0.000822633,8.56124e-05,-2.59436e-05,-0.167971,-0.167735,-0.230824,0.566531
1500,0,0.000325785,-0.0019279,0.094561,-4.23323e-05,8.09738e-05,-2.47678e-05,-0.167968,-0.167746,-0.230809,0.566523
1505,0,0.000307944,-0.00176488,0.0933164,0.00102873,8.06739e-05,-3.11523e-05,0.167753,0.167949,-0.566529,0.230827
1510,0,0.000290475,-0.00162408,0.0920717,0.00186414,7.9837e-05,-5.14878e-05,0.167781,0.167893,-0.566553,0.23088
1515,0,0.000273561,-0.00150313,0.0908289,0.00251754,8.66468e-05,-5.86548e-05,0.167765,0.167875,-0.566564,0.230924
1520,0,0.000257738,-0.00140488,0.0895925,0.00293293,7.89356e-05,-6.27048e-05,0.167775,0.167839,-0.566544,0.23093
1525,0,0.000243519,-0.0013329,0.0883683,0.00313303,6.31582e-05,-5.97174e-05,0.167793,0.167806,-0.566499,0.2309
1530,0,0.000231717,-0.00129661,0.0871653,0.00328721,4.02495e-05,-4.37165e-05,0.167801,0.167787,-0.566417,0.230829
1535,0,0.00022494,-0.00133637,0.0860116,0.00318752,-7.07713e-06,-2.46867e-05,0.566318,-0.230722,-0.167832,-0.167763
1540,0,0.000224303,-0.00146972,0.08492,0.00282952,-6.44447e-05,3.11149e-06,0.167931,0.167689,0.23078,-0.566401
1545,0,0.000226954,-0.00164799,0.0838637,0.00225137,-9.53603e-05,4.04942e-06,0.168008,0.167647,0.230826,-0.566481
1550,0,0.000229875,-0.00181922,0.0828115,0.00162952,-9.33567e-05,5.48834e-06,0.168015,0.167668,0.230811,-0.566494
1555,0,0.00023265,-0.00197586,0.0817594,0.00080982,-8.48291e-05,-1.68793e-06,0.566481,-0.230775,-0.167689,-0.168017
1560,0,0.000235293,-0.00211671,0.0807073,0.000129741,-9.92326e-05,-1.03555e-05,0.566531,-0.230817,-0.167682,-0.168032
1565,0,0.000237782,-0.00223885,0.0796558,-0.000869785,-9.60509e-05,-1.87768e-05,0.230831,-0.566537,0.168005,0.1677
1570,0,0.00024011,-0.00234136,0.0786046,-0.00189917,-9.40459e-05,-3.47166e-05,0.230875,-0.566547,0.167953,0.167719
1575,0,0.000242275,-0.00242793,0.0775539,-0.00268015,-9.88029e-05,-4.00509e-05,0.230916,-0.566546,0.167931,0.167699
1580,0,0.00024427,-0.00250267,0.0765032,-0.00328268,-9.65031e-05,-4.02544e-05,0.230933,-0.566521,0.167905,0.167683
1585,0,0.000246086,-0.00256947,0.075453,-0.00365267,-0.00010588,-5.8421e-05,0.231003,-0.566561,0.167873,0.167685
1590,0,0.000247731,-0.00263207,0.074403,-0.00395483,-9.98739e-05,-6.16585e-05,0.231011,-0.566542,0.167841,0.16769
1595,0,0.000249195,-0.00269399,0.0733529,-0.00387831,-0.000101929,-7.0187e-05,0.231028,-0.566566,0.167832,0.167706
1600,0,0.00025049,-0.00275854,0.0723029,-0.00388772,-9.60421e-05,-7.51836e-05,0.231027,-0.566564,0.16781,0.167727
1605,0,0.000251607,-0.00282871,0.0712528,-0.00342987,-0.000102843,-8.25545e-05,0.231035,-0.566611,0.167828,0.167748
1610,0,0.000251889,-0.00289233,0.0702118,-0.00303584,-8.73188e-05,-8.30193e-05,0.23099,-0.566597,0.167812,0.167795
1615,0,0.000249511,-0.00290829,0.0692074,-0.00236877,-3.83925e-05,-6.08648e-05,0.230829,-0.566477,0.16778,0.167869
1620,0,0.000242604,-0.00283186,0.0682682,-0.00164329,2.6248e-05,-2.73455e-05,-0.167839,-0.167843,-0.230722,0.566404
1625,0,0.000230023,-0.00263364,0.0674144,-0.000514932,0.000114964,2.47171e-05,-0.566589,0.230877,0.167677,0.168034
1630,0,0.000212973,-0.00234094,0.0666309,0.000677813,0.000168325,3.67016e-05,-0.231008,0.566717,-0.168114,-0.167594
1635,0,0.000194794,-0.00203005,0.0658689,0.00159869,0.000173602,4.25824e-05,-0.231042,0.566726,-0.168101,-0.167583
1640,0,0.000176962,-0.00173112,0.0651072,0.00218961,0.000174201,3.34429e-05,-0.231038,0.566696,-0.168107,-0.167551
1645,0,0.000159502,-0.00143995,0.0643454,0.00264649,0.000172245,2.16253e-05,-0.231024,0.566656,-0.168114,-0.167519
1650,0,0.000142414,-0.00115298,0.0635836,0.00287155,0.000170649,2.88798e-05,-0.231042,0.56666,-0.168089,-0.167529
1655,0,0.000125694,-0.000867604,0.062822,0.00297904,0.000187157,1.5281e-05,-0.231052,0.566662,-0.168145,-0.167466
1660,0,0.000109346,-0.000581954,0.0620604,0.00305481,0.000172983,-9.73931e-07,0.167463,0.168142,-0.566603,0.230998
1665,0,9.33744e-05,-0.000294759,0.0612991,0.00295452,0.000184443,1.15696e-05,-0.231038,0.566651,-0.168147,-0.167465
1670,0,7.77673e-05,-4.98444e-06,0.0605378,0.00282856,0.000190625,1.31768e-06,-0.231026,0.566647,-0.168184,-0.167436
1675,0,6.25346e-05,0.000288017,0.0597765,0.00256995,0.000191412,-7.84465e-06,0.167456,0.168181,-0.566669,0.231032
1680,0,4.76679e-05,0.000585225,0.0590154,0.00231049,0.000184988,-1.28808e-05,0.167486,0.168166,-0.566674,0.231022
1685,0,3.31735e-05,0.000888083,0.0582544,0.00194419,0.000200127,-8.42163e-06,0.167456,0.168214,-0.566704,0.231034
1690,0,1.90423e-05,0.00119821,0.0574931,0.0014502,0.00019904,-1.7182e-05,0.167486,0.168204,-0.566729,0.23104
1695,0,5.27292e-06,0.00151732,0.0567318,0.000702561,0.000189259,-1.89642e-05,0.167518,0.168191,-0.566723,0.231014
1700,0,-8.13324e-06,0.0018472,0.05597,4.50511e-05,0.000196443,-3.02817e-05,0.167529,0.168185,-0.566762,0.231048
1705,0,-2.11804e-05,0.00218953,0.0552079,-0.000926783,0.000209607,-3.53917e-05,-0.168196,-0.167508,-0.231089,0.566793
1710,0,-3.37288e-05,0.00254087,0.0544474,-0.00195646,0.000204734,-4.05121e-05,-0.168159,-0.16751,-0.231107,0.566776
1715,0,-4.54662e-05,0.00289016,0.0536941,-0.00264197,0.000191489,-2.86443e-05,-0.168138,-0.167495,-0.231076,0.566708
1720,0,-5.6114e-05,0.00322618,0.0529533,-0.0032331,0.000173374,-4.24953e-05,-0.168054,-0.167537,-0.231088,0.566679
1725,0,-6.54173e-05,0.00353829,0.0522304,-0.00373855,0.000164386,-3.80007e-05,-0.168025,-0.167526,-0.231082,0.566632
1730,0,-7.31531e-05,0.00381632,0.0515307,-0.00406552,0.000143869,-6.31227e-06,-0.168032,-0.167489,-0.230993,0.566514
1735,0,-7.90958e-05,0.00404978,0.050859,-0.0043508,0.000127582,-9.39128e-06,-0.16798,-0.167513,-0.230981,0.566474
1740,0,-8.23061e-05,0.00420667,0.0502353,-0.00430837,6.83197e-05,3.07026e-05,-0.566401,0.230904,0.167674,0.167823
1745,0,-8.22656e-05,0.00426592,0.0496706,-0.00407758,2.067e-05,5.65691e-05,-0.56637,0.23085,0.167831,0.167689
1750,0,-8.02162e-05,0.0042597,0.0491441,-0.00385207,-1.22954e-05,6.37352e-05,-0.167872,-0.167669,0.566378,-0.230837
1755,0,-7.70353e-05,0.00421112,0.0486406,-0.00329849,-1.51948e-05,6.84225e-05,-0.167898,-0.167688,0.566416,-0.230829
1760,0,-7.38474e-05,0.0041536,0.048139,-0.00269388,-2.80267e-05,6.50757e-05,-0.167888,-0.167742,0.566456,-0.230826
1765,0,-7.07251e-05,0.00408893,0.0476379,-0.00219303,-3.05798e-05,6.21388e-05,-0.167891,-0.167767,0.566469,-0.230811
1770,0,-6.76448e-05,0.00401724,0.0471373,-0.00157734,-2.76894e-05,5.93652e-05,-0.167905,-0.16778,0.566472,-0.230787
1775,0,-6.46245e-05,0.00393886,0.0466376,-0.00105436,-2.54621e-05,4.5889e-05,-0.167891,-0.16781,0.566449,-0.230747
1780,0,-6.16573e-05,0.00385424,0.0461386,-0.000544691,-2.65712e-05,4.59271e-05,-0.167894,-0.167817,0.566456,-0.230745
1785,0,-5.87376e-05,0.0037639,0.0456398,-0.000216766,-2.00239e-05,4.86057e-05,-0.167913,-0.167801,0.56645,-0.230736
1790,0,-5.58682e-05,0.00366805,0.0451417,0.000298446,-3.565e-05,3.73458e-05,0.167853,0.16786,0.230745,-0.566458
1795,0,-5.30477e-05,0.0035671,0.0446441,0.000792063,-2.84785e-05,4.30747e-05,0.167825,0.167882,0.230745,-0.566452
1800,0,-5.02733e-05,0.00346237,0.0441467,0.00115248,-2.66696e-05,3.61991e-05,0.167831,0.167868,0.230732,-0.566431
1805,0,-4.75436e-05,0.00335473,0.0436495,0.00131955,-2.15158e-05,3.01487e-05,0.16783,0.167864,0.230712,-0.566406
1810,0,-4.48641e-05,0.00324469,0.0431524,0.00162854,-2.67448e-05,2.53412e-05,0.167844,0.167839,0.230718,-0.566402
1815,0,-4.2228e-05,0.00313281,0.0426557,0.00175778,-2.51496e-05,2.40744e-05,0.167841,0.167837,0.230715,-0.566393
1820,0,-3.96408e-05,0.00301974,0.042159,0.00187821,-2.90523e-05,2.14273e-05,0.167852,0.167821,0.23072,-0.566393
1825,0,-3.70997e-05,0.00290622,0.0416621,0.00194499,-2.47615e-05,1.64858e-05,0.167851,0.167819,0.230704,-0.566374
1830,0,-3.46005e-05,0.0027931,0.0411654,0.00191256,-3.10872e-05,1.01371e-05,0.167877,0.167794,0.230703,-0.566374
1835,0,-3.21488e-05,0.00268132,0.0406685,0.0018937,-3.34866e-05,9.22158e-06,0.167884,0.167788,0.230705,-0.566378
1840,0,-2.97446e-05,0.00257188,0.0401714,0.00151478,-2.43642e-05,2.45248e-06,0.167887,0.1678,0.230667,-0.566354
1845,0,-2.73907e-05,0.0024659,0.0396739,0.0011239,-4.36708e-05,4.78409e-06,0.167926,0.167773,0.230703,-0.566403
1850,0,-2.50787e-05,0.00236459,0.039176,0.000566093,-3.6332e-05,-4.9731e-06,0.566394,-0.230684,-0.167793,-0.167917
1855,0,-2.28183e-05,0.00226913,0.038678,-1.87692e-05,-4.39749e-05,-1.56018e-06,0.23069,-0.566404,0.167941,0.167773
1860,0,-2.06083e-05,0.00217961,0.0381793,-0.000583106,-4.65004e-05,-8.53706e-06,0.230711,-0.566421,0.16793,0.16778
1865,0,-1.845e-05,0.00209421,0.0376806,-0.000840105,-4.37218e-05,4.89075e-07,-0.167768,-0.167938,0.566398,-0.230692
1870,0,-1.63419e-05,0.00201137,0.0371814,-0.00113666,-4.30437e-05,-1.4256e-05,0.230721,-0.56642,0.167906,0.167793
1875,0,-1.42884e-05,0.00192965,0.0366822,-0.00126472,-3.73165e-05,-1.66198e-05,0.230716,-0.566411,0.167889,0.167807
1880,0,-1.22851e-05,0.00184759,0.0361831,-0.00113835,-3.9133e-05,-2.99123e-05,0.230744,-0.566443,0.167868,0.167831
1885,0,-1.03377e-05,0.00176377,0.0356842,-0.00096078,-3.33013e-05,-2.62796e-05,0.230723,-0.566427,0.167866,0.167838
1890,0,-8.43778e-06,0.00167685,0.0351856,-0.000467398,-3.92416e-05,-2.96037e-05,0.230737,-0.566449,0.167875,0.167837
1895,0,-6.59097e-06,0.00158559,0.034687,-5.14953e-05,-3.9546e-05,-2.87296e-05,0.230735,-0.566449,0.167878,0.167836
1900,0,-4.79165e-06,0.00148879,0.0341887,0.000602876,-4.49059e-05,-3.84093e-05,0.566477,-0.230767,-0.167842,-0.167868
1905,0,-3.04403e-06,0.0013863,0.0336908,0.00138668,-4.14933e-05,-3.22651e-05,0.566449,-0.230757,-0.167828,-0.167864
1910,0,-1.3453e-06,0.00128005,0.0331931,0.00170548,-5.06088e-05,-4.98875e-05,0.566496,-0.230815,-0.167839,-0.167842
1915,0,3.14321e-07,0.00117207,0.0326952,0.00181027,-4.73677e-05,-5.1662e-05,0.566491,-0.230815,-0.167846,-0.167829
1920,0,1.91946e-06,0.00106421,0.0321974,0.00178107,-4.57104e-05,-4.1564e-05,0.566468,-0.230791,-0.16783,-0.167847
1925,0,3.47709e-06,0.000958299,0.0316996,0.00151453,-4.99572e-05,-5.28122e-05,0.566504,-0.230816,-0.167849,-0.167838
1930,0,4.67431e-06,0.000871243,0.0312112,0.000988406,-2.1016e-05,-4.74409e-05,0.566444,-0.230741,-0.167904,-0.167799
1935,0,4.64218e-06,0.000848433,0.0307593,0.000293091,1.74412e-05,-2.44812e-05,0.167871,0.167843,-0.566397,0.230683
1940,0,2.79536e-06,0.000923824,0.0303647,-0.000487562,7.22823e-05,9.52251e-06,-0.566474,0.230763,0.167732,0.16798
1945,0,-2.10945e-07,0.00106618,0.0300073,-0.00117981,7.84966e-05,9.24413e-06,-0.566479,0.230781,0.167712,0.167986
1950,0,-3.21865e-06,0.0012159,0.0296523,-0.00166084,9.28172e-05,1.22391e-05,-0.566506,0.230824,0.167682,0.168
1955,0,-6.1579e-06,0.00136751,0.0292971,-0.00174349,9.53225e-05,1.24078e-05,-0.566509,0.230831,0.167676,0.168003
1960,0,-9.02871e-06,0.00151969,0.0289417,-0.00175735,9.11772e-05,9.14517e-06,-0.566494,0.230816,0.167677,0.168001
1965,0,-1.18283e-05,0.00167148,0.0285862,-0.00176075,0.000100522,2.48307e-06,-0.5665,0.230822,0.167645,0.168032
1970,0,-1.45622e-05,0.00182226,0.0282309,-0.00158837,9.88096e-05,-3.12013e-06,-0.168031,-0.167653,-0.230816,0.566501
1975,0,-1.72206e-05,0.00197176,0.0278756,-0.00140748,9.82322e-05,-3.5449e-06,-0.168032,-0.167659,-0.230813,0.566504
1980,0,-1.98148e-05,0.00211998,0.0275202,-0.00122835,0.000104012,5.75557e-07,-0.566512,0.230815,0.167644,0.168052
1985,0,-2.23364e-05,0.00226685,0.0271647,-0.00113094,9.43815e-05,-9.68625e-06,-0.168017,-0.167682,-0.230813,0.566512
1990,0,-2.47895e-05,0.00241233,0.0268097,-0.00089827,9.40267e-05,-2.55644e-06,-0.168033,-0.167672,-0.230796,0.5665
1995,0,-2.71671e-05,0.00255603,0.0264546,-0.000577653,9.43828e-05,-7.30464e-06,-0.168027,-0.167683,-0.230803,0.566513
2000,0,-2.94792e-05,0.00269735,0.0260997,-0.000235117,9.102e-05,-1.45461e-06,-0.168034,-0.16768,-0.230783,0.566497
2005,0,-3.17171e-05,0.00283552,0.0257454,0.000360963,0.000103108,-2.23756e-05,0.167697,0.168016,-0.566561,0.230849
2010,0,-3.38866e-05,0.00297,0.0253913,0.000938507,9.3964e-05,-2.32295e-05,0.167712,0.167992,-0.566541,0.230837
2015,0,-3.59863e-05,0.00310118,0.0250376,0.001462,9.12167e-05,-2.20016e-05,0.167708,0.167981,-0.566525,0.230836
2020,0,-3.80063e-05,0.00322953,0.0246847,0.00191545,9.70453e-05,-1.68068e-05,0.167677,0.167994,-0.566518,0.230846
2025,0,-3.99565e-05,0.00335557,0.0243318,0.00234529,9.74324e-05,-2.29384e-05,0.167678,0.167972,-0.56652,0.23087
2030,0,-4.18383e-05,0.00347981,0.0239795,0.00259281,0.000100968,-2.78691e-05,0.167673,0.167962,-0.566529,0.230894
2035,0,-4.36404e-05,0.00360281,0.0236274,0.00281808,0.000108265,-3.6379e-05,0.167669,0.167953,-0.566553,0.230932
2040,0,-4.53698e-05,0.00372519,0.0232757,0.00305476,0.000109425,-3.34516e-05,0.167652,0.167952,-0.566542,0.230937
2045,0,-4.70309e-05,0.00384758,0.0229241,0.00303562,0.000109153,-2.81142e-05,0.167643,0.167963,-0.566531,0.230925
2050,0,-4.8615e-05,0.0039707,0.0225722,0.00286572,0.000104391,-3.07788e-05,0.167664,0.167954,-0.566533,0.230915
2055,0,-5.01182e-05,0.00409475,0.0222208,0.00268495,0.000101754,-3.67724e-05,0.167687,0.167943,-0.566546,0.230916
2060,0,-5.12511e-05,0.00419949,0.0218823,0.00228886,8.33855e-05,-3.07107e-05,0.167722,0.16793,-0.566509,0.230856
2065,0,-5.14335e-05,0.00423995,0.021585,0.00169834,3.47387e-05,-3.92679e-06,0.167779,0.167901,-0.566374,0.230693
2070,0,-5.0077e-05,0.00416956,0.0213578,0.000901033,-4.02228e-05,4.56187e-05,0.167842,0.167863,0.230774,-0.566479
2075,0,-4.71014e-05,0.00397929,0.0212066,4.22378e-05,-9.49198e-05,7.73764e-05,0.167892,0.167822,0.23094,-0.566654
2080,0,-4.34706e-05,0.00374061,0.0210874,-0.000832425,-0.000112192,8.54305e-05,-0.1678,-0.167906,0.5667,-0.230994
2085,0,-3.98224e-05,0.00350197,0.02097,-0.00156029,-0.000110333,8.33254e-05,-0.16779,-0.167896,0.566682,-0.230997
