time,thrust,att.x,att.y,att.z,attq.w,attq.x,attq.y,attq.z
855,0,0,0,1.5708,0.707107,0,0,0.707107
860,0,0,0,1.5708,0.707107,0,0,0.707107
865,0,0,0,1.5708,0.707107,0,0,0.707107
870,0,0,0,1.5708,0.707107,0,0,0.707107
875,0,0,0,1.5708,0.707107,0,0,0.707107
880,0,0,0,1.5708,0.707107,0,0,0.707107
885,0,0,0,1.5708,0.707107,0,0,0.707107
890,0,0,0,1.5708,0.707107,0,0,0.707107
895,0,0,0,1.5708,0.707107,0,0,0.707107
900,0,0,0,1.5708,0.707107,0,0,0.707107
905,0,0,0,1.5708,0.707107,0,0,0.707107
910,0,0,0,1.5708,0.707107,0,0,0.707107
915,0,0,0,1.5708,0.707107,0,0,0.707107
920,0,0,0,1.5708,0.707107,0,0,0.707107
925,0,0,0,1.5708,0.707107,0,0,0.707107
930,0,0,0,1.5708,0.707107,0,0,0.707107
935,0,0,0,1.5708,0.707107,0,0,0.707107
940,0,0,0,1.5708,0.707107,0,0,0.707107
945,0,0,0,1.5708,0.707107,0,0,0.707107
950,0,0,0,1.5708,0.707107,0,0,0.707107
955,0,0,0,1.5708,0.707107,0,0,0.707107
960,0,0,0,1.5708,0.707107,0,0,0.707107
965,0,0,0,1.5708,0.707107,0,0,0.707107
970,0,0,0,1.5708,0.707107,0,0,0.707107
975,0,0,0,1.5708,0.707107,0,0,0.707107
980,0,0,0,1.5708,0.707107,0,0,0.707107
985,0,0,0,1.5708,0.707107,0,0,0.707107
990,0,0,0,1.5708,0.707107,0,0,0.707107
995,0,0,0,1.5708,0.707107,0,0,0.707107
1000,0,0,0,1.5708,0.707107,0,0,0.707107
1005,0,0,0,1.5708,0.707107,0,0,0.707107
1010,0,0,0,1.5708,0.707107,0,0,0.707107
1015,0,0,0,1.5708,0.707107,0,0,0.707107
1020,0,0,0,1.5708,0.707107,0,0,0.707107
1025,0,0,0,1.5708,0.707107,0,0,0.707107
1030,0,0,0,1.5708,0.707107,0,0,0.707107
1035,0,0,0,1.5708,0.707107,0,0,0.707107
1040,0,0,0,1.5708,0.707107,0,0,0.707107
1045,0,0,0,1.5708,0.707107,0,0,0.707107
1050,0,0,0,1.5708,0.707107,0,0,0.707107
1055,0,0,0,1.5708,0.707107,0,0,0.707107
1060,0,0,0,1.5708,0.707107,0,0,0.707107
1065,0,0,0,1.5708,0.707107,0,0,0.707107
1070,0,0,0,1.5708,0.707107,0,0,0.707107
1075,0,0,0,1.5708,0.707107,0,0,0.707107
1080,0,0,0,1.5708,0.707107,0,0,0.707107
1085,0,0,0,1.5708,0.707107,0,0,0.707107
1090,0,0,0,1.5708,0.707107,0,0,0.707107
1095,0,0,0,1.5708,0.707107,0,0,0.707107
1100,0,0,0,1.5708,0.707107,0,0,0.707107
1105,0,0,0,1.5708,0.707107,0,0,0.707107
1110,0,0,0,1.5708,0.707107,0,0,0.707107
1115,0,0,0,1.5708,0.707107,0,0,0.707107
1120,0,0,0,1.5708,0.707107,0,0,0.707107
1125,0,0,0,1.5708,0.707107,0,0,0.707107
1130,0,0,0,1.5708,0.707107,0,0,0.707107
1135,0,0,0,1.5708,0.707107,0,0,0.707107
1140,0,0,0,1.5708,0.707107,0,0,0.707107
1145,0,0,0,1.5708,0.707107,0,0,0.707107
1150,0,0,0,1.5708,0.707107,0,0,0.707107
1155,0,0,0,1.5708,0.707107,0,0,0.707107
1160,0,0,0,1.5708,0.707107,0,0,0.707107
1165,0,0,0,1.5708,0.707107,0,0,0.707107
1170,0,0,0,1.5708,0.707107,0,0,0.707107
1175,0,0,0,1.5708,0.707107,0,0,0.707107
1180,0,0,0,1.5708,0.707107,0,0,0.707107
1185,0,0,0,1.5708,0.707107,0,0,0.707107
1190,0,0,0,1.5708,0.707107,0,0,0.707107
1195,0,0,0,1.5708,0.707107,0,0,0.707107
1200,0,0,0,1.5708,0.707107,0,0,0.707107
1205,0,0,0,1.5708,0.707107,0,0,0.707107
1210,0,0,0,1.5708,0.707107,0,0,0.707107
1215,0,0,0,1.5708,0.707107,0,0,0.707107
1220,0,0,0,1.5708,0.707107,0,0,0.707107
1225,0,0,0,1.5708,0.707107,0,0,0.707107
1230,0,0,0,1.5708,0.707107,0,0,0.707107
1235,0,0,0,1.5708,0.707107,0,0,0.707107
1240,0,0,0,1.5708,0.707107,0,0,0.707107
1245,0,0,0,1.5708,0.707107,0,0,0.707107
1250,0,0,0,1.5708,0.707107,0,0,0.707107
1255,0,0,0,1.5708,0.707107,0,0,0.707107
1260,0,0,0,1.5708,0.707107,0,0,0.707107
1265,0,0,0,1.5708,0.707107,0,0,0.707107
1270,0,0,0,1.5708,0.707107,0,0,0.707107
1275,0,0,0,1.5708,0.707107,0,0,0.707107
1280,0,0,0,1.5708,0.707107,0,0,0.707107
1285,0,0,0,1.5708,0.707107,0,0,0.707107
1290,0,0,0,1.5708,0.707107,0,0,0.707107
1295,0,0,0,1.5708,0.707107,0,0,0.707107
