time,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,mag.x,mag.y,mag.z
1205,-0.132814, -0.269883, -9.90888,-0.0098436, 0.126411, -0.739469,0.445865, -0.545054, -0.44229
1210,-0.11567, -0.289977, -9.73852,0.0287876, 0.124078, -0.742049,-1.76846, -0.379334, -0.059476
1215,-0.0739365, -0.282284, -9.88161,0.061292, 0.127102, -0.730302,-1.5599, 0.422881, -1.2967
1220,-0.139486, -0.26133, -9.71494,0.0790899, 0.124717, -0.731415,0.540314, -0.416432, -1.0954
1225,-0.0524416, -0.307495, -9.9166,0.101545, 0.124204, -0.731214,0.60528, -1.39729, -0.107043
1230,-0.083761, -0.258695, -9.73305,0.102094, 0.125047, -0.73169,0.221684, -1.5471, -0.0582937
1235,-0.10858, -0.302636, -9.87702,0.0992064, 0.12436, -0.728404,0.247672, -0.411948, -1.36713
1240,-0.143963, -0.267208, -9.68217,0.0910892, 0.124107, -0.721377,0.296681, -0.453625, -0.914248
1245,0.0168854, -0.313775, -9.86282,0.0778533, 0.107278, -0.715491,1.72943, -1.71861, 0.0471981
1250,0.0898905, -0.312751, -9.90775,0.0532992, 0.0728147, -0.689941,-0.827663, -0.560142, -0.933829
1255,0.149257, -0.281242, -9.70505,0.0166723, 0.0338346, -0.663337,-0.12493, 0.698432, 0.182143
1260,0.196932, -0.340979, -9.88163,-0.0234517, -0.0211173, -0.62949,-0.141564, -2.10106, -0.723348
1265,0.101947, -0.304378, -9.7556,-0.0608968, -0.0707996, -0.598107,0.335641, -0.71906, 0.580541
1270,-0.129804, -0.33359, -9.89762,-0.0874238, -0.0866019, -0.585069,0.535225, -0.98937, -1.52975
1275,-0.117805, -0.30632, -9.69308,-0.0940044, -0.0903161, -0.587558,-0.510406, -1.03095, 1.12757
1280,-0.117521, -0.354333, -9.66947,-0.0982129, -0.0863833, -0.583515,0.248249, 0.554521, -0.776948
1285,-0.134945, -0.322258, -9.92041,-0.0921, -0.0820644, -0.589559,1.57559, 0.673764, -1.0342
1290,-0.17085, -0.284454, -9.73608,-0.080824, -0.0845096, -0.587537,0.320807, 0.395657, 0.534982
1295,-0.122687, -0.315427, -9.8957,-0.0542324, -0.0882935, -0.585819,-1.07769, 0.267242, -0.417983
1300,-0.11688, -0.323243, -9.6932,-0.0210554, -0.0857659, -0.584496,1.28233, 0.827902, -0.529875
1305,-0.145609, -0.26085, -9.88863,0.0173271, -0.0867347, -0.581494,1.95911, 2.32653, -2.35037
1310,-0.160978, -0.297186, -9.93053,0.0547397, -0.0856474, -0.586194,-0.49699, 0.0211471, 0.345283
1315,-0.187692, -0.274996, -9.71635,0.0778566, -0.0838415, -0.586132,1.60151, 0.164114, 0.665371
1320,-0.167862, -0.282301, -9.90868,0.0891232, -0.0834166, -0.580596,-0.464886, -0.181089, 0.68125
1325,-0.180904, -0.26365, -9.72934,0.0885172, -0.0873756, -0.58047,0.241453, 0.350459, -2.54934
1330,-0.194401, -0.296557, -9.93089,0.0866745, -0.0856551, -0.583032,-1.10745, 1.20161, -0.908113
1335,-0.245622, -0.334075, -9.68537,0.0605838, -0.0831012, -0.57651,1.93382, 1.25083, -0.0122481
1340,-0.348717, -0.311043, -9.91941,0.0301401, -0.0537471, -0.56457,0.0280021, -0.682646, 2.09061
1345,-0.379342, -0.291388, -9.70027,-0.0084397, -0.0211335, -0.539033,0.90024, 0.0844575, -0.603736
1350,-0.324539, -0.319194, -9.92141,-0.0469284, 0.0240041, -0.51147,0.534105, -0.280359, -0.33412
1355,-0.239648, -0.291959, -9.72122,-0.0694785, 0.0582283, -0.489406,0.438031, 0.510629, 0.932544
1360,-0.0555599, -0.318833, -9.87978,-0.0822997, 0.0745253, -0.482149,0.922325, 1.54399, -0.220891
1365,-0.100838, -0.321262, -9.70991,-0.0756864, 0.076833, -0.48061,0.623191, -0.277274, 0.223848
1370,-0.0747583, -0.319401, -9.89905,-0.0595868, 0.0802638, -0.472828,0.894681, -0.417815, -0.690751
1375,-0.0638713, -0.296773, -9.72605,-0.0263255, 0.087311, -0.472349,1.42599, 0.336269, -0.392911
1380,-0.0240583, -0.278615, -9.88679,0.013248, 0.0960853, -0.469302,-0.492732, 0.902085, -0.887662
1385,-0.0970321, -0.310887, -9.67997,0.0484251, 0.0965368, -0.468233,-1.30643, 1.25033, 0.100462
1390,-0.0684793, -0.321539, -9.88727,0.069185, 0.0963997, -0.470824,1.05984, -0.334946, -0.906826
1395,-0.102846, -0.330083, -9.73743,0.0717111, 0.0861099, -0.471593,0.629959, 0.660229, -0.646119
1400,-0.0786247, -0.320605, -9.88498,0.0600258, 0.0856844, -0.467627,0.623837, 2.39706, -1.25552
1405,-0.0619032, -0.309003, -9.68853,0.038336, 0.0742091, -0.460335,-1.33334, 0.702093, -0.873953
1410,0.063987, -0.283394, -9.87792,0.00847289, 0.045958, -0.441195,-0.334188, -0.975445, -0.285863
1415,0.158227, -0.314094, -9.73895,-0.0359669, 0.00631586, -0.413948,-1.31505, -0.298976, -0.331672
1420,0.0285638, -0.316992, -9.88782,-0.0808354, -0.0248399, -0.398789,-1.26564, -2.29984, -0.176078
1425,-0.0844574, -0.276482, -9.73842,-0.0943371, -0.0410344, -0.388489,1.27134, 0.539851, 1.56989
1430,-0.122636, -0.321291, -9.86078,-0.103609, -0.0432177, -0.387299,1.96891, 1.65337, -0.719168
1435,-0.125057, -0.328426, -9.69581,-0.102896, -0.0412417, -0.392077,0.292814, 0.726313, 0.123977
1440,-0.111629, -0.300418, -9.86264,-0.0841174, -0.0382125, -0.38811,-0.652414, -0.807605, -0.699962
1445,-0.111238, -0.281171, -9.71845,-0.0538109, -0.0366545, -0.387639,0.173728, -0.566547, -0.155036
1450,-0.0935521, -0.297432, -9.90701,-0.0049683, -0.0364723, -0.386737,-1.13274, 0.105755, 1.30809
1455,0.0120296, -0.299241, -9.71672,0.0380419, -0.024725, -0.374721,-0.0430898, -1.57067, 0.853024
1460,0.00100798, -0.275241, -9.88817,0.0846503, -0.000278819, -0.357961,0.209897, -1.23337, 0.470824
1465,-0.0585099, -0.235482, -9.69658,0.112333, 0.0354753, -0.340104,-0.0101269, 0.777234, -1.89504
1470,-0.156901, -0.287887, -9.88958,0.127558, 0.0477053, -0.336837,1.63199, -0.481433, 0.60826
1475,-0.108466, -0.298417, -9.7149,0.129898, 0.0515686, -0.333141,-0.820882, 1.22513, -0.555746
1480,-0.0978053, -0.301737, -9.8916,0.116734, 0.0431173, -0.332266,-1.16529, -0.076357, 0.202845
1485,-0.0763982, -0.307892, -9.69839,0.104805, 0.0502046, -0.334108,-0.0672252, -0.0299579, 0.429644
1490,-0.122215, -0.389208, -9.87382,0.0775707, 0.0483626, -0.335857,0.3705, -0.567499, -1.7117
1495,-0.117852, -0.326288, -9.72127,0.0431421, 0.0479106, -0.336266,0.744504, -0.108569, 0.244824
1500,-0.0582989, -0.338599, -9.86437,0.00406665, 0.0450771, -0.3315,0.76687, -0.58728, -0.154037
1505,-0.129193, -0.334284, -9.71048,-0.0495267, 0.0443831, -0.330333,0.428465, 0.36261, 0.563061
1510,-0.0854647, -0.314387, -9.90725,-0.0913497, 0.0435086, -0.335808,0.825773, 0.37503, 1.02953
1515,-0.0754447, -0.354382, -9.71945,-0.12408, 0.0463424, -0.335019,1.09048, 1.45599, -0.739959
1520,-0.0336617, -0.333289, -9.89679,-0.144919, 0.0423382, -0.332767,0.396862, 0.20889, -0.0592689
1525,-0.0402729, -0.342348, -9.70553,-0.154996, 0.0345818, -0.327206,-1.38409, -0.513448, 0.135158
1530,-0.108548, -0.291262, -9.91954,-0.162766, 0.0235502, -0.315519,0.806188, 0.125152, -0.272707
1535,-0.132461, -0.26606, -9.70543,-0.157829, 0.00114814, -0.302557,0.687427, 0.231363, 1.72886
1540,-0.217814, -0.276911, -9.75626,-0.139955, -0.0257189, -0.285629,0.420217, -1.68398, -0.162375
1545,0.016044, -0.363512, -9.91437,-0.111067, -0.0398379, -0.281611,-0.877648, -0.260648, -1.71818
1550,0.00492048, -0.274739, -9.7467,-0.0799966, -0.0383049, -0.277368,0.366255, -1.74157, -0.743146
1555,-0.13237, -0.254721, -9.91648,-0.039046, -0.0337145, -0.277228,-1.43716, -0.277617, -0.885111
1560,-0.0565565, -0.246219, -9.70581,-0.00506868, -0.0400971, -0.277799,-1.33433, -0.0411896, -0.697346
1565,-0.0297838, -0.311582, -9.89761,0.0448602, -0.0381691, -0.278254,0.373568, 0.174161, 0.685308
1570,-0.113577, -0.282563, -9.68276,0.0962792, -0.0368677, -0.28229,1.34596, 0.191054, -0.958385
1575,-0.00366761, -0.252074, -9.89712,0.135292, -0.0388403, -0.281278,-0.130922, -0.43208, -0.866619
1580,-0.00139502, -0.300746, -9.69469,0.165393, -0.0374925, -0.277822,-1.97966, -0.478293, 0.0963378
1585,-0.0923875, -0.269206, -9.75537,0.18388, -0.0417316, -0.282923,1.2001, -1.00858, 0.823123
1590,-0.0867892, -0.324824, -9.88602,0.19898, -0.0386601, -0.280914,1.39571, 0.434719, 1.12324
1595,-0.0198125, -0.334994, -9.70924,0.195167, -0.0394293, -0.281425,0.413547, -0.0597297, 1.68721
1600,-0.0724102, -0.296895, -9.90398,0.195645, -0.0364078, -0.280254,0.164294, 0.828212, -0.401839
1605,-0.0466896, -0.359452, -9.70728,0.172787, -0.0394091, -0.280214,-0.152011, -1.03044, 1.65642
1610,-0.145365, -0.383663, -9.89321,0.153112, -0.0318015, -0.276916,0.331323, 0.587409, -0.507254
1615,-0.202153, -0.336074, -9.70431,0.119786, -0.00844936, -0.26297,-1.22077, -0.378034, 0.168721
1620,-0.239622, -0.38599, -9.86763,0.0835158, 0.0220734, -0.243833,-0.836023, 0.939264, 0.00826929
1625,-0.215512, -0.375554, -9.709,0.0270931, 0.0636489, -0.216155,0.524735, 1.70529, 0.713625
1630,-0.168669, -0.370646, -9.89761,-0.0325719, 0.0880693, -0.207799,1.24984, 0.435931, -0.4367
1635,-0.0420356, -0.389387, -9.75772,-0.078667, 0.0895312, -0.202422,0.598361, -0.430361, -1.0729
1640,-0.0307621, -0.358656, -9.88872,-0.108283, 0.0888055, -0.204199,-1.2769, -1.03835, 1.79241
1645,-0.0419104, -0.322242, -9.73083,-0.131203, 0.0868898, -0.207251,-2.02592, -0.311657, -1.96921
1650,-0.036139, -0.318457, -9.88004,-0.142545, 0.0851596, -0.201221,-1.02036, -0.898378, 0.651225
1655,-0.03446, -0.350039, -9.70539,-0.148013, 0.0920559, -0.205122,-0.5717, 0.409164, 0.484176
1660,0.00279648, -0.321454, -9.88849,-0.151894, 0.0843405, -0.210287,0.324528, 0.175875, 0.436516
1665,-0.00597473, -0.325471, -9.68505,-0.146982, 0.0888264, -0.20174,0.362205, 0.850981, 0.413755
1670,-0.0329173, -0.269325, -9.90271,-0.140785, 0.0907908, -0.204048,0.407685, 1.90653, -0.760518
1675,-0.00054433, -0.336175, -9.69876,-0.127962, 0.0901746, -0.205837,-2.04939, 1.75128, 0.346129
1680,0.0653508, -0.276915, -9.88172,-0.115094, 0.0861107, -0.205662,-0.334877, 0.366229, -0.940169
1685,-0.0126312, -0.26402, -9.70373,-0.0968895, 0.0922958, -0.200966,0.0912709, -1.52032, -0.102313
1690,0.0281357, -0.273543, -9.94152,-0.0723051, 0.09073, -0.202563,-0.103217, 0.0323775, -0.840974
1695,0.0499533, -0.284805, -9.70777,-0.0350526, 0.0849934, -0.200838,0.668102, 0.817612, 0.397484
1700,0.0733239, -0.309971, -9.93187,-0.00229849, 0.0872989, -0.203652,-1.89681, 0.523865, 0.590779
1705,0.0344029, -0.314066, -9.71277,0.0461544, 0.0924104, -0.203508,-0.729536, -1.06611, 0.720008
1710,0.0234978, -0.2779, -9.9026,0.0974989, 0.0889019, -0.203376,1.4219, -1.13073, -0.739147
1715,0.00231053, -0.295669, -9.73713,0.131661, 0.0814139, -0.195177,-1.64484, 0.166155, -1.77574
1720,-0.0140666, -0.263495, -9.90371,0.161117, 0.0716513, -0.199268,0.877056, -1.89741, -1.11879
1725,0.000647459, -0.285116, -9.71811,0.186302, 0.0663163, -0.194684,-0.924819, 0.409094, -0.536208
1730,-0.0281342, -0.374338, -9.87265,0.202584, 0.0556064, -0.177229,0.37159, 0.325552, -0.216954
1735,0.0133584, -0.296527, -9.72049,0.216794, 0.0470614, -0.176424,-0.522387, 0.196882, -0.343168
1740,0.0596685, -0.324285, -9.86339,0.214656, 0.0183106, -0.155223,-3.30202, 0.140329, -0.0509415
1745,0.213289, -0.364156, -9.72468,0.203131, -0.00458001, -0.140996,-1.17141, -1.67577, -0.934931
1750,0.0803764, -0.428373, -9.93145,0.191882, -0.0202568, -0.135804,0.983035, 0.313205, -0.690828
1755,-0.0134729, -0.377817, -9.70328,0.164257, -0.0214732, -0.131869,-1.18651, -0.0508028, 1.43692
1760,0.045623, -0.376911, -9.90847,0.134083, -0.0273892, -0.131767,0.997086, -0.24611, 0.226201
1765,-0.0209417, -0.389993, -9.72846,0.109091, -0.0283863, -0.131472,-0.608487, 0.279479, 1.45877
1770,0.0410171, -0.354182, -9.88306,0.0783632, -0.0267675, -0.1311,-1.67346, 1.35968, -0.964253
1775,0.0338549, -0.417449, -9.69518,0.052265, -0.0254419, -0.135828,1.38653, -0.683, 0.0998181
1780,0.0540282, -0.383595, -9.85757,0.026831, -0.0256839, -0.134122,0.739752, 0.101226, -0.0493109
1785,-0.0801902, -0.392247, -9.68993,0.0104727, -0.0222608, -0.13116,0.724567, 1.36784, -1.21216
1790,-0.00549065, -0.393945, -9.8645,-0.0152385, -0.0293777, -0.134838,-0.407426, 0.00889031, -0.626275
1795,0.0281325, -0.383439, -9.75395,-0.0398716, -0.0256214, -0.130428,1.0263, 0.826022, -0.679087
1800,-0.0150318, -0.405917, -9.91657,-0.0578534, -0.0244059, -0.13202,-1.91316, -2.42188, 1.74334
1805,0.0977222, -0.383012, -9.66438,-0.0661799, -0.0215878, -0.13322,-0.346135, -0.186491, 0.482723
1810,-0.0290114, -0.364482, -9.96453,-0.081594, -0.0237057, -0.133829,0.0970639, 1.39267, -1.69595
1815,0.0607921, -0.420155, -9.69558,-0.0880325, -0.0225679, -0.132753,0.117184, -1.86996, -0.646744
1820,-0.0202507, -0.375885, -9.90751,-0.0940311, -0.024044, -0.132334,-0.623704, -0.679644, 1.00542
1825,0.0913054, -0.352505, -9.7091,-0.0973504, -0.021617, -0.133007,-0.517959, -0.950366, -0.240044
1830,0.0285495, -0.365144, -9.88864,-0.0957161, -0.0242468, -0.134351,0.951396, 0.0288652, -0.0685104
1835,-0.0489878, -0.33266, -9.75113,-0.0947593, -0.0250114, -0.133107,0.705402, 2.8077, 0.38675
1840,0.0965989, -0.353795, -9.86614,-0.0758225, -0.0202974, -0.13465,-1.30934, -0.804308, -1.0601
1845,-0.0251849, -0.347705, -9.68558,-0.0562888, -0.0291327, -0.131858,-0.666468, 1.23989, -1.39885
1850,0.0558187, -0.360692, -9.90776,-0.0284196, -0.0252955, -0.13482,-0.684946, -2.40721, -1.30361
1855,-0.0549192, -0.343264, -9.71111,0.00080052, -0.0286123, -0.131511,1.09895, 1.16978, 1.38478
1860,0.0596053, -0.389104, -9.90807,0.0289954, -0.0295122, -0.133148,-0.766911, 1.36368, -1.97195
1865,-0.0351818, -0.359027, -9.73068,0.0418422, -0.0279004, -0.127163,-0.0983675, 1.08682, 0.0831197
1870,-0.0311633, -0.345697, -9.79962,0.0566643, -0.0272974, -0.132497,-0.425727, 0.764, 2.75611
1875,0.043805, -0.374826, -9.71275,0.0630715, -0.0242938, -0.131935,-0.494362, 0.24, -0.591949
1880,-0.0390455, -0.314202, -9.89281,0.056773, -0.0248813, -0.136577,-0.592156, 0.3733, 1.01281
1885,0.0513402, -0.375818, -9.75444,0.047917, -0.021821, -0.133161,-0.950726, -0.597735, 1.12446
1890,-0.0293869, -0.327876, -9.91359,0.0232902, -0.0243558, -0.133058,-1.81537, -0.566851, 1.37514
1895,0.0111162, -0.286475, -9.75703,0.00253204, -0.0241922, -0.130956,-0.430737, 1.62201, -0.711237
1900,-0.0457218, -0.336556, -9.91563,-0.0301349, -0.0264173, -0.133881,-0.743702, 0.116036, -1.57257
1905,0.0406519, -0.356071, -9.73535,-0.0692659, -0.0244457, -0.129271,0.0402295, -0.585987, -0.333519
1910,0.0541182, -0.369222, -9.84349,-0.0851758, -0.0284272, -0.13598,-0.911978, -0.207958, 0.661085
1915,-0.0576429, -0.375808, -9.68166,-0.0903986, -0.0265188, -0.135142,-0.792958, 0.0741866, -0.403418
1920,0.0550271, -0.334356, -9.85714,-0.0889309, -0.0253649, -0.12865,2.08194, -0.621871, 0.552915
1925,-0.0215475, -0.336002, -9.70176,-0.0756111, -0.0270291, -0.132323,1.22432, -0.38525, -0.885505
1930,0.04393, -0.343072, -9.88894,-0.0493306, -0.0129532, -0.128114,-0.107265, 1.39443, 1.03261
1935,0.129227, -0.341404, -9.6979,-0.0146084, 0.0054368, -0.115653,-1.22748, 1.48024, 0.25315
1940,0.100808, -0.366835, -9.88681,0.0243644, 0.0312968, -0.0981269,0.632981, 0.64352, 1.22227
1945,-0.0113512, -0.40811, -9.72187,0.0589154, 0.0337746, -0.0970514,-2.22591, -0.706984, -0.764144
1950,-0.022396, -0.374149, -9.9222,0.0829188, 0.0400878, -0.0944249,-1.1582, -1.01201, -0.0969669
1955,-0.0197912, -0.32782, -9.70117,0.0870289, 0.0407682, -0.0931436,0.449595, -1.0694, 0.261398
1960,-0.0602485, -0.316726, -9.92498,0.0877037, 0.0382797, -0.0934955,1.0133, -0.49692, 1.23958
1965,-0.0455758, -0.35392, -9.71569,0.0878569, 0.0422164, -0.0954661,0.709472, -1.29593, 0.948099
1970,-0.0249889, -0.317183, -9.89438,0.079232, 0.0408912, -0.0969332,-0.573171, 0.320959, -0.493519
1975,0.00911331, -0.384751, -9.75535,0.0701827, 0.0401108, -0.0959342,-0.476574, 0.756548, 1.00961
1980,0.0216365, -0.346385, -9.89876,0.0612221, 0.042362, -0.0927705,0.231656, -1.8025, 1.77132
1985,0.0575063, -0.396184, -9.72387,0.0563423, 0.0372795, -0.096455,2.82678, 0.312704, 1.95316
1990,-0.0486939, -0.336083, -9.85201,0.0447089, 0.0366186, -0.0918597,0.388303, 0.0522171, 0.020104
1995,0.0593067, -0.381223, -9.7063,0.0286837, 0.0363024, -0.0929201,-1.65459, 0.917367, -1.96222
2000,0.0181898, -0.361283, -9.88201,0.0115645, 0.0342232, -0.0889346,1.99883, 1.40403, 1.44015
2005,0.0722297, -0.372109, -9.72464,-0.0182157, 0.0395123, -0.0976989,0.768509, -0.790799, -0.295158
2010,0.0695829, -0.362977, -9.88376,-0.0470699, 0.0347033, -0.0969085,0.324821, -0.904529, 0.166585
2015,-0.00871567, -0.411923, -9.68381,-0.0732245, 0.0329516, -0.0951279,-0.431498, 0.841023, 0.467499
2020,0.0913714, -0.359832, -9.91725,-0.0958809, 0.0352932, -0.091461,0.190955, -0.247475, 0.398935
2025,0.0215288, -0.384684, -9.72399,-0.117358, 0.0350514, -0.0931878,1.81842, -0.310967, 0.845581
2030,0.0819762, -0.334151, -9.88138,-0.12973, 0.036315, -0.0943446,0.395388, -0.353374, -0.605772
2035,0.0104391, -0.34923, -9.70586,-0.140989, 0.039374, -0.0972066,1.71396, 0.274154, -0.402312
2040,0.093998, -0.346979, -9.87901,-0.152819, 0.0395124, -0.0946233,0.0932963, -0.159389, -0.671241
2045,0.0296568, -0.301763, -9.69108,-0.151874, 0.0389691, -0.0908929,0.97195, -0.37513, -1.27603
2050,0.0451179, -0.360961, -9.92432,-0.143399, 0.0362853, -0.0909722,-0.804676, -0.420034, 0.670162
2055,-0.00224273, -0.309172, -9.70565,-0.13438, 0.0346101, -0.0926381,-0.571398, 0.802999, 1.0816
2060,-0.0348841, -0.337029, -9.88272,-0.114607, 0.0255091, -0.0886072,0.310189, -0.5638, 0.189689
2065,-0.0997114, -0.305411, -9.77029,-0.0851192, 0.00220719, -0.0748477,0.980103, 1.43727, -0.51059
2070,-0.159866, -0.340401, -9.86701,-0.0452956, -0.0332508, -0.0504864,1.11545, -2.47422, 0.497251
2075,-0.06031, -0.317726, -9.72863,-0.00239157, -0.0586537, -0.0348525,-1.59327, 1.17398, -1.49145
2080,0.133928, -0.317101, -9.93553,0.0413087, -0.0660714, -0.0306144,0.324067, -0.184916, -1.78324
2085,0.0597208, -0.307906, -9.72488,0.0776785, -0.0643795, -0.03122,1.85661, -0.774414, 0.0105657
2090,0.0778163, -0.323074, -9.85813,0.101247, -0.0655531, -0.0341254,-0.84759, 0.488086, 0.527444
2095,0.0658082, -0.317554, -9.71991,0.11317, -0.065036, -0.0322715,1.47535, 0.141921, 0.229117
2100,0.0777679, -0.305429, -9.87893,0.120038, -0.0626309, -0.0320199,0.761294, -0.0611872, 0.212518
2105,0.0764845, -0.335428, -9.71381,0.117103, -0.0655236, -0.0303965,0.438316, 1.71809, 0.957807
2110,0.100869, -0.324013, -9.90439,0.118199, -0.0631374, -0.0325807,0.191976, -0.799644, 0.157201
2115,0.088601, -0.341335, -9.69259,0.121038, -0.0643423, -0.0353916,0.375031, -0.666858, -1.42863
2120,0.0514846, -0.311148, -9.90435,0.119481, -0.0633037, -0.0301609,0.310761, -0.894762, -0.401234
2125,0.0408082, -0.314409, -9.73514,0.112516, -0.0642303, -0.0289525,0.279171, 0.103078, -1.26141
2130,0.0147535, -0.334866, -9.89634,0.108099, -0.0699803, -0.0307016,-1.7858, 1.3304, -1.71425
2135,0.074516, -0.408608, -9.72541,0.0970968, -0.0679821, -0.0315368,-1.52202, -1.03644, -0.173027
2140,0.0241239, -0.366948, -9.9071,0.0759274, -0.0680749, -0.0360334,-0.285692, -0.144711, -0.120517
2145,0.0534201, -0.412628, -9.71981,0.0503669, -0.0664552, -0.0330422,-0.607093, 0.284212, -0.144629
2150,-0.0322607, -0.41652, -9.93489,0.0187067, -0.0652703, -0.0347327,-1.50547, 1.94284, 0.0131422
2155,0.0409024, -0.395785, -9.67484,-0.0236785, -0.0679012, -0.0341545,0.2307, 0.202474, 1.33307
2160,-0.0776466, -0.338682, -9.86174,-0.0583749, -0.0676273, -0.0316238,-0.932648, -0.553139, -1.20399
2165,0.00383845, -0.357593, -9.71621,-0.0914728, -0.0648621, -0.0315438,0.347936, -1.32589, 0.476761
2170,-0.0130226, -0.323506, -9.87013,-0.119249, -0.0616249, -0.0323817,-0.0557932, 0.456615, -0.528049
2175,0.0139893, -0.359148, -9.68127,-0.134766, -0.064382, -0.0322472,0.39557, -1.10523, -0.838497
2180,-0.0676663, -0.35109, -9.8585,-0.144452, -0.0684175, -0.0296619,0.39325, -0.321731, -0.938926
2185,0.0313054, -0.320728, -9.71685,-0.150229, -0.0679561, -0.0334939,0.277107, -1.84282, 1.3898
2190,-0.0568755, -0.347704, -9.89237,-0.147056, -0.0604794, -0.0313623,-0.110895, 0.808375, 0.974542
2195,-0.0506029, -0.3218, -9.7109,-0.146126, -0.052437, -0.0383045,1.90958, 1.27079, 0.109965
2200,-0.156997, -0.288905, -9.87889,-0.129555, -0.0232164, -0.0573012,-1.0142, 2.23602, 0.577837
2205,-0.215517, -0.298228, -9.73078,-0.109144, 0.0256991, -0.083539,0.499405, -0.421618, -1.07007
2210,-0.100526, -0.290598, -9.92613,-0.0785841, 0.0533637, -0.10354,-0.300214, 0.176141, -0.351377
2215,0.00135989, -0.283645, -9.70328,-0.0510892, 0.0572727, -0.110308,-0.0795619, -2.18741, 0.0463263
2220,0.0352913, -0.312424, -9.87514,-0.0189892, 0.0580857, -0.110404,-1.28827, -2.34023, -0.369711
2225,-0.00482352, -0.307468, -9.70606,0.0170522, 0.0606693, -0.106883,-1.07929, 0.399371, 0.443685
2230,0.00605615, -0.323512, -9.89939,0.0392272, 0.0630604, -0.110797,-1.03434, 0.148509, 0.0662374
2235,0.0196899, -0.297556, -9.66767,0.0608956, 0.0645992, -0.10904,-1.65246, 2.33063, 0.474859
2240,0.0466101, -0.274588, -9.9134,0.0662129, 0.0586313, -0.107902,1.18528, 1.18163, 0.75369
2245,0.064317, -0.348546, -9.73802,0.0682681, 0.0558052, -0.106867,0.371733, 0.361805, 0.455872
2250,0.00583171, -0.341821, -9.89539,0.0725353, 0.0600801, -0.106187,-0.0832272, -0.982976, -1.5565
2255,0.013882, -0.307776, -9.68296,0.0746027, 0.0571348, -0.106059,0.35907, -1.39468, -0.673136
2260,0.0468492, -0.320403, -9.8703,0.0694438, 0.0603329, -0.11028,0.412976, 1.17316, -0.165675
2265,0.021795, -0.324634, -9.71542,0.0673814, 0.0629774, -0.107943,-1.45582, -1.34342, -0.0588916
2270,0.0257359, -0.377537, -9.9402,0.0633873, 0.059008, -0.110767,1.58022, -0.0848051, -0.367624
2275,0.02326, -0.317186, -9.73274,0.0502714, 0.0580538, -0.105842,-0.971888, -1.58338, -0.173256
2280,0.0851002, -0.328782, -9.90271,0.029999, 0.0603825, -0.109489,0.417477, 0.540385, -1.21692
2285,-0.0532397, -0.346864, -9.72384,0.00547319, 0.0602301, -0.108748,-1.56468, 1.48611, -1.11833
2290,-0.0063018, -0.320934, -9.91327,-0.0246893, 0.0589112, -0.103949,-1.0985, -0.164406, -0.88355
2295,0.0559334, -0.266828, -9.716,-0.0540504, 0.0561411, -0.107625,-2.73702, -1.54916, -1.32756
2300,-0.030889, -0.351982, -9.86955,-0.0776623, 0.0632008, -0.108849,1.22659, 1.53018, 0.334033
2305,0.00652108, -0.299745, -9.70818,-0.0930108, 0.0588521, -0.107357,-0.341638, -0.95593, -0.450142
2310,0.0202423, -0.357231, -9.92253,-0.103267, 0.0600512, -0.106361,-0.534042, -1.91574, -0.91626
2315,0.0668642, -0.3141, -9.67931,-0.105234, 0.0573067, -0.107826,-0.136174, -0.509083, 0.756888
2320,0.000178939, -0.322439, -9.92724,-0.108701, 0.058794, -0.108588,0.15085, -1.44086, 1.16755
2325,0.0174475, -0.343245, -9.73281,-0.101613, 0.0587785, -0.103727,-1.7651, -0.868569, 0.735207
2330,-0.0544994, -0.299228, -9.90147,-0.0889, 0.0346894, -0.0986417,-0.33364, 0.782881, -0.49244
2335,-0.148392, -0.283789, -9.67507,-0.0650324, 0.0125202, -0.081999,-0.0453172, 0.514314, -0.716379
2340,-0.167234, -0.259689, -9.91716,-0.038704, -0.0239017, -0.055517,1.2103, -1.40495, 0.444528
2345,-0.213276, -0.30291, -9.69638,-0.00101012, -0.0708919, -0.0264714,-0.434434, -0.278762, 0.61028
2350,-0.198596, -0.32914, -9.88311,0.0493112, -0.1166, -0.00208017,-0.0164167, 0.0778978, -0.432225
2355,0.0163693, -0.288613, -9.73363,0.0916791, -0.132117, 0.014527,-0.894004, 0.788687, 0.522806
2360,0.0521078, -0.308279, -9.92116,0.11867, -0.134829, 0.00905527,1.04636, -0.639087, -0.559629
2365,0.0519474, -0.326552, -9.71183,0.139228, -0.131659, 0.0110237,-0.452083, -0.0281774, 0.954278
2370,0.0573034, -0.304842, -9.88016,0.148663, -0.136794, 0.0134327,0.127454, 0.156625, 1.17171
2375,0.0141536, -0.383322, -9.68217,0.152963, -0.135408, 0.0105981,-0.953255, -0.0508109, -0.352966
2380,0.0678875, -0.331655, -9.90683,0.150676, -0.132591, 0.0145929,0.469117, 0.513157, 1.75064
2385,0.0325724, -0.333308, -9.67102,0.147928, -0.136514, 0.00676428,-0.414537, 0.112953, -1.83308
2390,0.0362497, -0.36523, -9.91416,0.143509, -0.135411, 0.00839642,1.37849, 0.284117, -0.766867
2395,0.00179006, -0.309813, -9.71373,0.134108, -0.137999, 0.0133182,-0.356306, -0.711794, -1.04342
2400,0.0161085, -0.362527, -9.92599,0.122975, -0.137824, 0.0107055,0.994438, 0.689984, -1.09322
