time,thrust,rate_sp.x,rate_sp.y,rate_sp.z,tau_sp.x,tau_sp.y,tau_sp.z,m.1,m.2,m.3,m.4
1455,0,0,0,0.0484202,0,0,3.05562e-05,-0.199289,0.199289,0.199289,-0.199289
1460,0,0,0,0.0478611,0,0,2.65869e-05,-0.199281,0.199281,0.199281,-0.199281
1465,0,0,0,0.0473021,0,0,2.26175e-05,-0.199273,0.199273,0.199273,-0.199273
1470,0,0,0,0.046743,0,0,1.86482e-05,-0.199265,0.199265,0.199265,-0.199265
1475,0,0,0,0.046184,0,0,1.46795e-05,-0.199258,0.199258,0.199258,-0.199258
1480,0,0,0,0.0456249,0,0,1.07098e-05,-0.19925,0.19925,0.19925,-0.19925
1485,0,0,0,0.0450657,0,0,6.73954e-06,-0.199242,0.199242,0.199242,-0.199242
1490,0,0,0,0.0445067,0,0,2.77052e-06,-0.199234,0.199234,0.199234,-0.199234
1495,0,0,0,0.0439476,0,0,-1.19883e-06,0.199231,-0.199231,-0.199231,0.199231
1500,0,0,0,0.0433885,0,0,-5.16878e-06,0.199239,-0.199239,-0.199239,0.199239
1505,0,0,0,0.0428293,0,0,-9.13876e-06,0.199247,-0.199247,-0.199247,0.199247
1510,0,0,0,0.0422703,0,0,-1.31078e-05,0.199255,-0.199255,-0.199255,0.199255
1515,0,0,0,0.0417112,0,0,-1.70774e-05,0.199262,-0.199262,-0.199262,0.199262
1520,0,0,0,0.0411521,0,0,-2.10474e-05,0.19927,-0.19927,-0.19927,0.19927
1525,0,0,0,0.0405929,0,0,-2.50177e-05,0.199278,-0.199278,-0.199278,0.199278
1530,0,0,0,0.0400338,0,0,-2.89871e-05,0.199286,-0.199286,-0.199286,0.199286
1535,0,0,0,0.0394747,0,0,-3.29567e-05,0.199294,-0.199294,-0.199294,0.199294
1540,0,0,0,0.0389155,0,0,-3.6927e-05,0.199301,-0.199301,-0.199301,0.199301
1545,0,0,0,0.0383563,0,0,-4.0897e-05,0.199309,-0.199309,-0.199309,0.199309
1550,0,0,0,0.0377972,0,0,-4.48672e-05,0.199317,-0.199317,-0.199317,0.199317
1555,0,0,0,0.037238,0,0,-4.88369e-05,0.199325,-0.199325,-0.199325,0.199325
1560,0,0,0,0.0366789,0,0,-5.28069e-05,0.199333,-0.199333,-0.199333,0.199333
1565,0,0,0,0.0361197,0,0,-5.67769e-05,0.199341,-0.199341,-0.199341,0.199341
1570,0,0,0,0.0355605,0,0,-6.07475e-05,0.199349,-0.199349,-0.199349,0.199349
1575,0,0,0,0.0350014,0,0,-6.47174e-05,0.199356,-0.199356,-0.199356,0.199356
1580,0,0,0,0.0344422,0,0,-6.86871e-05,0.199364,-0.199364,-0.199364,0.199364
1585,0,0,0,0.0338831,0,0,-7.26568e-05,0.199372,-0.199372,-0.199372,0.199372
1590,0,0,0,0.0333238,0,0,-7.66283e-05,0.19938,-0.19938,-0.19938,0.19938
1595,0,0,0,0.0327645,0,0,-8.05989e-05,0.199388,-0.199388,-0.199388,0.199388
1600,0,0,0,0.0322054,0,0,-8.45686e-05,0.199396,-0.199396,-0.199396,0.199396
1605,0,0,0,0.0316461,0,0,-8.85395e-05,0.199403,-0.199403,-0.199403,0.199403
1610,0,0,0,0.0310869,0,0,-9.25098e-05,0.199411,-0.199411,-0.199411,0.199411
1615,0,0,0,0.0305278,0,0,-9.64795e-05,0.199419,-0.199419,-0.199419,0.199419
1620,0,0,0,0.0299685,0,0,-0.00010045,0.199427,-0.199427,-0.199427,0.199427
1625,0,0,0,0.0294093,0,0,-0.000104421,0.199435,-0.199435,-0.199435,0.199435
1630,0,0,0,0.0288501,0,0,-0.000108391,0.199443,-0.199443,-0.199443,0.199443
1635,0,0,0,0.0282907,0,0,-0.000112363,0.19945,-0.19945,-0.19945,0.19945
1640,0,0,0,0.0277316,0,0,-0.000116332,0.199458,-0.199458,-0.199458,0.199458
1645,0,0,0,0.0271723,0,0,-0.000120303,0.199466,-0.199466,-0.199466,0.199466
1650,0,0,0,0.0266132,0,0,-0.000124273,0.199474,-0.199474,-0.199474,0.199474
1655,0,0,0,0.026054,0,0,-0.000128244,0.199482,-0.199482,-0.199482,0.199482
1660,0,0,0,0.0254946,0,0,-0.000132215,0.19949,-0.19949,-0.19949,0.19949
1665,0,0,0,0.0249355,0,0,-0.000136185,0.199498,-0.199498,-0.199498,0.199498
1670,0,0,0,0.024376,0,0,-0.000140157,0.199505,-0.199505,-0.199505,0.199505
1675,0,0,0,0.023817,0,0,-0.000144126,0.199513,-0.199513,-0.199513,0.199513
1680,0,0,0,0.0232576,0,0,-0.000148098,0.199521,-0.199521,-0.199521,0.199521
1685,0,0,0,0.0226985,0,0,-0.000151677,0.199528,-0.199528,-0.199528,0.199528
1690,0,0,0,0.0221453,0,0,-0.000149759,0.199524,-0.199524,-0.199524,0.199524
1695,0,0,0,0.0216095,0,0,-0.000140998,0.199507,-0.199507,-0.199507,0.199507
1700,0,0,0,0.0211034,0,0,-0.000125594,0.199477,-0.199477,-0.199477,0.199477
1705,0,0,0,0.0206377,0,0,-0.000103748,0.199433,-0.199433,-0.199433,0.199433
1710,0,0,0,0.0202231,0,0,-7.56586e-05,0.199378,-0.199378,-0.199378,0.199378
1715,0,0,0,0.0198702,0,0,-4.15156e-05,0.199311,-0.199311,-0.199311,0.199311
1720,0,0,0,0.0195884,0,0,-1.50762e-06,0.199232,-0.199232,-0.199232,0.199232
1725,0,0,0,0.0193872,0,0,4.41817e-05,-0.199316,0.199316,0.199316,-0.199316
1730,0,0,0,0.0192342,0,0,5.13438e-05,-0.19933,0.19933,0.19933,-0.19933
1735,0,0,0,0.0190821,0,0,5.02637e-05,-0.199328,0.199328,0.199328,-0.199328
1740,0,0,0,0.0189298,0,0,4.91826e-05,-0.199326,0.199326,0.199326,-0.199326
1745,0,0,0,0.0187777,0,0,4.81028e-05,-0.199324,0.199324,0.199324,-0.199324
1750,0,0,0,0.0186255,0,0,4.70218e-05,-0.199321,0.199321,0.199321,-0.199321
1755,0,0,0,0.0184734,0,0,4.5942e-05,-0.199319,0.199319,0.199319,-0.199319
1760,0,0,0,0.0183211,0,0,4.4861e-05,-0.199317,0.199317,0.199317,-0.199317
1765,0,0,0,0.018169,0,0,4.37809e-05,-0.199315,0.199315,0.199315,-0.199315
1770,0,0,0,0.0180169,0,0,4.27008e-05,-0.199313,0.199313,0.199313,-0.199313
1775,0,0,0,0.0178647,0,0,4.16204e-05,-0.199311,0.199311,0.199311,-0.199311
1780,0,0,0,0.0177126,0,0,4.05403e-05,-0.199309,0.199309,0.199309,-0.199309
1785,0,0,0,0.0175604,0,0,3.94599e-05,-0.199307,0.199307,0.199307,-0.199307
1790,0,0,0,0.0174082,0,0,3.83791e-05,-0.199304,0.199304,0.199304,-0.199304
1795,0,0,0,0.017256,0,0,3.72984e-05,-0.199302,0.199302,0.199302,-0.199302
1800,0,0,0,0.0171039,0,0,3.62183e-05,-0.1993,0.1993,0.1993,-0.1993
1805,0,0,0,0.0169517,0,0,3.51382e-05,-0.199298,0.199298,0.199298,-0.199298
1810,0,0,0,0.0167996,0,0,3.40578e-05,-0.199296,0.199296,0.199296,-0.199296
1815,0,0,0,0.0166474,0,0,3.29774e-05,-0.199294,0.199294,0.199294,-0.199294
1820,0,0,0,0.0164952,0,0,3.1897e-05,-0.199292,0.199292,0.199292,-0.199292
1825,0,0,0,0.0163431,0,0,3.08169e-05,-0.199289,0.199289,0.199289,-0.199289
1830,0,0,0,0.0161909,0,0,2.97362e-05,-0.199287,0.199287,0.199287,-0.199287
1835,0,0,0,0.0160387,0,0,2.86557e-05,-0.199285,0.199285,0.199285,-0.199285
1840,0,0,0,0.0158865,0,0,2.7575e-05,-0.199283,0.199283,0.199283,-0.199283
1845,0,0,0,0.0157343,0,0,2.64946e-05,-0.199281,0.199281,0.199281,-0.199281
1850,0,0,0,0.0155822,0,0,2.54145e-05,-0.199279,0.199279,0.199279,-0.199279
1855,0,0,0,0.0154299,0,0,2.43335e-05,-0.199277,0.199277,0.199277,-0.199277
1860,0,0,0,0.0152778,0,0,2.32531e-05,-0.199275,0.199275,0.199275,-0.199275
1865,0,0,0,0.0151256,0,0,2.21726e-05,-0.199272,0.199272,0.199272,-0.199272
1870,0,0,0,0.0149734,0,0,2.10922e-05,-0.19927,0.19927,0.19927,-0.19927
1875,0,0,0,0.0148214,0,0,2.00125e-05,-0.199268,0.199268,0.199268,-0.199268
1880,0,0,0,0.0146691,0,0,1.89314e-05,-0.199266,0.199266,0.199266,-0.199266
1885,0,0,0,0.0145169,0,0,1.7851e-05,-0.199264,0.199264,0.199264,-0.199264
1890,0,0,0,0.0143647,0,0,1.67706e-05,-0.199262,0.199262,0.199262,-0.199262
1895,0,0,0,0.0142127,0,0,1.56908e-05,-0.19926,0.19926,0.19926,-0.19926
1900,0,0,0,0.0140604,0,0,1.46094e-05,-0.199257,0.199257,0.199257,-0.199257
1905,0,0,0,0.0139083,0,0,1.353e-05,-0.199255,0.199255,0.199255,-0.199255
1910,0,0,0,0.0137562,0,0,1.24496e-05,-0.199253,0.199253,0.199253,-0.199253
1915,0,0,0,0.0136039,0,0,1.13688e-05,-0.199251,0.199251,0.199251,-0.199251
1920,0,0,0,0.0134518,0,0,1.02884e-05,-0.199249,0.199249,0.199249,-0.199249
1925,0,0,0,0.0132996,0,0,9.2077e-06,-0.199247,0.199247,0.199247,-0.199247
1930,0,0,0,0.0131474,0,0,8.12761e-06,-0.199245,0.199245,0.199245,-0.199245
1935,0,0,0,0.0129954,0,0,7.04815e-06,-0.199243,0.199243,0.199243,-0.199243
1940,0,0,0,0.0128431,0,0,5.9671e-06,-0.19924,0.19924,0.19924,-0.19924
1945,0,0,0,0.012691,0,0,4.88669e-06,-0.199238,0.199238,0.199238,-0.199238
1950,0,0,0,0.0125388,0,0,3.80659e-06,-0.199236,0.199236,0.199236,-0.199236
1955,0,0,0,0.0123867,0,0,2.72651e-06,-0.199234,0.199234,0.199234,-0.199234
1960,0,0,0,0.0122344,0,0,1.64545e-06,-0.199232,0.199232,0.199232,-0.199232
1965,0,0,0,0.0120823,0,0,5.65047e-07,-0.19923,0.19923,0.19923,-0.19923
1970,0,0,0,0.0119301,0,0,-5.15683e-07,0.19923,-0.19923,-0.19923,0.19923
1975,0,0,0,0.0117779,0,0,-1.5961e-06,0.199232,-0.199232,-0.199232,0.199232
1980,0,0,0,0.0116257,0,0,-2.67651e-06,0.199234,-0.199234,-0.199234,0.199234
1985,0,0,0,0.0114736,0,0,-3.75692e-06,0.199236,-0.199236,-0.199236,0.199236
1990,0,0,0,0.0113215,0,0,-4.83638e-06,0.199238,-0.199238,-0.199238,0.199238
1995,0,0,0,0.0111693,0,0,-5.91742e-06,0.19924,-0.19924,-0.19924,0.19924
2000,0,0,0,0.011017,0,0,-6.99816e-06,0.199242,-0.199242,-0.199242,0.199242
2005,0,0,0,0.0108649,0,0,-8.07856e-06,0.199245,-0.199245,-0.199245,0.199245
2010,0,0,0,0.0107127,0,0,-9.15898e-06,0.199247,-0.199247,-0.199247,0.199247
2015,0,0,0,0.0105607,0,0,-1.02384e-05,0.199249,-0.199249,-0.199249,0.199249
2020,0,0,0,0.0104084,0,0,-1.13192e-05,0.199251,-0.199251,-0.199251,0.199251
2025,0,0,0,0.0102563,0,0,-1.23996e-05,0.199253,-0.199253,-0.199253,0.199253
2030,0,0,0,0.0101041,0,0,-1.34803e-05,0.199255,-0.199255,-0.199255,0.199255
2035,0,0,0,0.00995189,0,0,-1.45607e-05,0.199257,-0.199257,-0.199257,0.199257
2040,0,0,0,0.00979972,0,0,-1.56411e-05,0.19926,-0.19926,-0.19926,0.19926
2045,0,0,0,0.00964755,0,0,-1.67215e-05,0.199262,-0.199262,-0.199262,0.199262
2050,0,0,0,0.00949538,0,0,-1.7802e-05,0.199264,-0.199264,-0.199264,0.199264
2055,0,0,0,0.00934321,0,0,-1.88824e-05,0.199266,-0.199266,-0.199266,0.199266
2060,0,0,0,0.00919108,0,0,-1.99625e-05,0.199268,-0.199268,-0.199268,0.199268
2065,0,0,0,0.00903882,0,0,-2.10435e-05,0.19927,-0.19927,-0.19927,0.19927
2070,0,0,0,0.00888652,0,0,-2.21249e-05,0.199272,-0.199272,-0.199272,0.199272
2075,0,0,0,0.00873443,0,0,-2.32047e-05,0.199274,-0.199274,-0.199274,0.199274
2080,0,0,0,0.00858231,0,0,-2.42847e-05,0.199277,-0.199277,-0.199277,0.199277
2085,0,0,0,0.00843005,0,0,-2.53658e-05,0.199279,-0.199279,-0.199279,0.199279
2090,0,0,0,0.00827797,0,0,-2.64456e-05,0.199281,-0.199281,-0.199281,0.199281
2095,0,0,0,0.00812575,0,0,-2.75263e-05,0.199283,-0.199283,-0.199283,0.199283
2100,0,0,0,0.00797349,0,0,-2.86073e-05,0.199285,-0.199285,-0.199285,0.199285
2105,0,0,0,0.00782137,0,0,-2.96874e-05,0.199287,-0.199287,-0.199287,0.199287
2110,0,0,0,0.0076692,0,0,-3.07678e-05,0.199289,-0.199289,-0.199289,0.199289
2115,0,0,0,0.00751707,0,0,-3.18479e-05,0.199291,-0.199291,-0.199291,0.199291
2120,0,0,0,0.0073649,0,0,-3.29284e-05,0.199294,-0.199294,-0.199294,0.199294
2125,0,0,0,0.00721259,0,0,-3.40097e-05,0.199296,-0.199296,-0.199296,0.199296
2130,0,0,0,0.00706056,0,0,-3.50892e-05,0.199298,-0.199298,-0.199298,0.199298
2135,0,0,0,0.00690839,0,0,-3.61696e-05,0.1993,-0.1993,-0.1993,0.1993
2140,0,0,0,0.00675617,0,0,-3.72503e-05,0.199302,-0.199302,-0.199302,0.199302
2145,0,0,0,0.00660409,0,0,-3.83301e-05,0.199304,-0.199304,-0.199304,0.199304
2150,0,0,0,0.00645187,0,0,-3.94108e-05,0.199306,-0.199306,-0.199306,0.199306
2155,0,0,0,0.00629966,0,0,-4.04916e-05,0.199309,-0.199309,-0.199309,0.199309
2160,0,0,0,0.00614753,0,0,-4.15716e-05,0.199311,-0.199311,-0.199311,0.199311
2165,0,0,0,0.00599527,0,0,-4.26527e-05,0.199313,-0.199313,-0.199313,0.199313
2170,0,0,0,0.0058431,0,0,-4.37331e-05,0.199315,-0.199315,-0.199315,0.199315
2175,0,0,0,0.00569093,0,0,-4.48135e-05,0.199317,-0.199317,-0.199317,0.199317
2180,0,0,0,0.00553881,0,0,-4.58936e-05,0.199319,-0.199319,-0.199319,0.199319
2185,0,0,0,0.00538668,0,0,-4.69737e-05,0.199321,-0.199321,-0.199321,0.199321
2190,0,0,0,0.00523438,0,0,-4.80551e-05,0.199323,-0.199323,-0.199323,0.199323
2195,0,0,0,0.00508229,0,0,-4.91348e-05,0.199326,-0.199326,-0.199326,0.199326
2200,0,0,0,0.00493012,0,0,-5.02153e-05,0.199328,-0.199328,-0.199328,0.199328
2205,0,0,0,0.00477791,0,0,-5.1296e-05,0.19933,-0.19933,-0.19933,0.19933
2210,0,0,0,0.00462578,0,0,-5.23761e-05,0.199332,-0.199332,-0.199332,0.199332
2215,0,0,0,0.00447357,0,0,-5.34568e-05,0.199334,-0.199334,-0.199334,0.199334
2220,0,0,0,0.00432131,0,0,-5.45379e-05,0.199336,-0.199336,-0.199336,0.199336
2225,0,0,0,0.00416918,0,0,-5.55642e-05,0.199338,-0.199338,-0.199338,0.199338
2230,0,0,0,0.00402085,0,0,-5.21735e-05,0.199332,-0.199332,-0.199332,0.199332
2235,0,0,0,0.00388782,0,0,-4.19314e-05,0.199311,-0.199311,-0.199311,0.199311
2240,0,0,0,0.0037816,0,0,-2.50445e-05,0.199278,-0.199278,-0.199278,0.199278
2245,0,0,0,0.00371365,0,0,-1.71239e-06,0.199232,-0.199232,-0.199232,0.199232
2250,0,0,0,0.00369447,0,0,2.78661e-05,-0.199284,0.199284,0.199284,-0.199284
2255,0,0,0,0.00370216,0,0,3.05841e-05,-0.199289,0.199289,0.199289,-0.199289
2260,0,0,0,0.00370981,0,0,3.06384e-05,-0.199289,0.199289,0.199289,-0.199289
2265,0,0,0,0.00371759,0,0,3.06936e-05,-0.199289,0.199289,0.199289,-0.199289
2270,0,0,0,0.00372523,0,0,3.07479e-05,-0.199289,0.199289,0.199289,-0.199289
2275,0,0,0,0.00373279,0,0,3.08016e-05,-0.199289,0.199289,0.199289,-0.199289
2280,0,0,0,0.00374061,0,0,3.08571e-05,-0.19929,0.19929,0.19929,-0.19929
2285,0,0,0,0.00374821,0,0,3.09111e-05,-0.19929,0.19929,0.19929,-0.19929
2290,0,0,0,0.00375585,0,0,3.09653e-05,-0.19929,0.19929,0.19929,-0.19929
2295,0,0,0,0.00376354,0,0,3.10199e-05,-0.19929,0.19929,0.19929,-0.19929
2300,0,0,0,0.00377123,0,0,3.10745e-05,-0.19929,0.19929,0.19929,-0.19929
2305,0,0,0,0.00377896,0,0,3.11294e-05,-0.19929,0.19929,0.19929,-0.19929
2310,0,0,0,0.00378665,0,0,3.1184e-05,-0.19929,0.19929,0.19929,-0.19929
2315,0,0,0,0.00379434,0,0,3.12386e-05,-0.19929,0.19929,0.19929,-0.19929
2320,0,0,0,0.00380203,0,0,3.12932e-05,-0.19929,0.19929,0.19929,-0.19929
2325,0,0,0,0.00380959,0,0,3.13468e-05,-0.19929,0.19929,0.19929,-0.19929
2330,0,0,0,0.00381728,0,0,3.14014e-05,-0.199291,0.199291,0.199291,-0.199291
2335,0,0,0,0.00382501,0,0,3.14563e-05,-0.199291,0.199291,0.199291,-0.199291
2340,0,0,0,0.00383265,0,0,3.15106e-05,-0.199291,0.199291,0.199291,-0.199291
2345,0,0,0,0.00384034,0,0,3.15652e-05,-0.199291,0.199291,0.199291,-0.199291
2350,0,0,0,0.00384803,0,0,3.16198e-05,-0.199291,0.199291,0.199291,-0.199291
2355,0,0,0,0.00385563,0,0,3.16737e-05,-0.199291,0.199291,0.199291,-0.199291
2360,0,0,0,0.00386336,0,0,3.17287e-05,-0.199291,0.199291,0.199291,-0.199291
2365,0,0,0,0.00387105,0,0,3.17833e-05,-0.199291,0.199291,0.199291,-0.199291
2370,0,0,0,0.00387883,0,0,3.18385e-05,-0.199291,0.199291,0.199291,-0.199291
2375,0,0,0,0.00388634,0,0,3.18918e-05,-0.199292,0.199292,0.199292,-0.199292
2380,0,0,0,0.00389408,0,0,3.19467e-05,-0.199292,0.199292,0.199292,-0.199292
2385,0,0,0,0.00390176,0,0,3.20013e-05,-0.199292,0.199292,0.199292,-0.199292
2390,0,0,0,0.00390945,0,0,3.20559e-05,-0.199292,0.199292,0.199292,-0.199292
2395,0,0,0,0.00391714,0,0,3.21105e-05,-0.199292,0.199292,0.199292,-0.199292
2400,0,0,0,0.00392488,0,0,3.21654e-05,-0.199292,0.199292,0.199292,-0.199292
2405,0,0,0,0.00393252,0,0,3.22197e-05,-0.199292,0.199292,0.199292,-0.199292
2410,0,0,0,0.00394012,0,0,3.22736e-05,-0.199292,0.199292,0.199292,-0.199292
2415,0,0,0,0.0039479,0,0,3.23289e-05,-0.199292,0.199292,0.199292,-0.199292
2420,0,0,0,0.00395536,0,0,3.23819e-05,-0.199293,0.199293,0.199293,-0.199293
2425,0,0,0,0.00396314,0,0,3.24371e-05,-0.199293,0.199293,0.199293,-0.199293
2430,0,0,0,0.00397074,0,0,3.2491e-05,-0.199293,0.199293,0.199293,-0.199293
2435,0,0,0,0.00397857,0,0,3.25466e-05,-0.199293,0.199293,0.199293,-0.199293
2440,0,0,0,0.00398625,0,0,3.26012e-05,-0.199293,0.199293,0.199293,-0.199293
2445,0,0,0,0.00399385,0,0,3.26551e-05,-0.199293,0.199293,0.199293,-0.199293
2450,0,0,0,0.00400159,0,0,3.271e-05,-0.199293,0.199293,0.199293,-0.199293
2455,0,0,0,0.00400932,0,0,3.2765e-05,-0.199293,0.199293,0.199293,-0.199293
2460,0,0,0,0.00401697,0,0,3.28192e-05,-0.199293,0.199293,0.199293,-0.199293
2465,0,0,0,0.00402457,0,0,3.28732e-05,-0.199294,0.199294,0.199294,-0.199294
2470,0,0,0,0.00403221,0,0,3.29275e-05,-0.199294,0.199294,0.199294,-0.199294
2475,0,0,0,0.0040399,0,0,3.29821e-05,-0.199294,0.199294,0.199294,-0.199294
2480,0,0,0,0.00404768,0,0,3.30373e-05,-0.199294,0.199294,0.199294,-0.199294
2485,0,0,0,0.00405528,0,0,3.30912e-05,-0.199294,0.199294,0.199294,-0.199294
2490,0,0,0,0.00406292,0,0,3.31455e-05,-0.199294,0.199294,0.199294,-0.199294
2495,0,0,0,0.0040707,0,0,3.32007e-05,-0.199294,0.199294,0.199294,-0.199294
2500,0,0,0,0.00407825,0,0,3.32544e-05,-0.199294,0.199294,0.199294,-0.199294
2505,0,0,0,0.0040859,0,0,3.33087e-05,-0.199294,0.199294,0.199294,-0.199294
2510,0,0,0,0.00409314,0,0,3.22857e-05,-0.199292,0.199292,0.199292,-0.199292
2515,0,0,0,0.00409202,0,0,2.49942e-05,-0.199278,0.199278,0.199278,-0.199278
2520,0,0,0,0.00407083,0,0,1.09472e-05,-0.19925,0.19925,0.19925,-0.19925
2525,0,0,0,0.00401799,0,0,-9.6523e-06,0.199248,-0.199248,-0.199248,0.199248
2530,0,0,0,0.00394826,0,0,-1.0998e-05,0.19925,-0.19925,-0.19925,0.19925
2535,0,0,0,0.00387861,0,0,-1.14925e-05,0.199251,-0.199251,-0.199251,0.199251
2540,0,0,0,0.00380887,0,0,-1.19876e-05,0.199252,-0.199252,-0.199252,0.199252
2545,0,0,0,0.00373918,0,0,-1.24824e-05,0.199253,-0.199253,-0.199253,0.199253
2550,0,0,0,0.00366957,0,0,-1.29766e-05,0.199254,-0.199254,-0.199254,0.199254
2555,0,0,0,0.0035997,0,0,-1.34727e-05,0.199255,-0.199255,-0.199255,0.199255
2560,0,0,0,0.0035301,0,0,-1.39669e-05,0.199256,-0.199256,-0.199256,0.199256
2565,0,0,0,0.00346027,0,0,-1.44627e-05,0.199257,-0.199257,-0.199257,0.199257
2570,0,0,0,0.00339071,0,0,-1.49565e-05,0.199258,-0.199258,-0.199258,0.199258
2575,0,0,0,0.00332093,0,0,-1.5452e-05,0.199259,-0.199259,-0.199259,0.199259
2580,0,0,0,0.00325128,0,0,-1.59465e-05,0.19926,-0.19926,-0.19926,0.19926
2585,0,0,0,0.00318159,0,0,-1.64413e-05,0.199261,-0.199261,-0.199261,0.199261
2590,0,0,0,0.00311199,0,0,-1.69355e-05,0.199262,-0.199262,-0.199262,0.199262
2595,0,0,0,0.00304212,0,0,-1.74316e-05,0.199263,-0.199263,-0.199263,0.199263
2600,0,0,0,0.00297251,0,0,-1.79258e-05,0.199264,-0.199264,-0.199264,0.199264
2605,0,0,0,0.00290278,0,0,-1.84209e-05,0.199265,-0.199265,-0.199265,0.199265
2610,0,0,0,0.00283313,0,0,-1.89154e-05,0.199266,-0.199266,-0.199266,0.199266
2615,0,0,0,0.00276326,0,0,-1.94115e-05,0.199267,-0.199267,-0.199267,0.199267
2620,0,0,0,0.00269365,0,0,-1.99057e-05,0.199268,-0.199268,-0.199268,0.199268
2625,0,0,0,0.00262401,0,0,-2.04002e-05,0.199269,-0.199269,-0.199269,0.199269
2630,0,0,0,0.0025544,0,0,-2.08944e-05,0.19927,-0.19927,-0.19927,0.19927
2635,0,0,0,0.00248449,0,0,-2.13908e-05,0.199271,-0.199271,-0.199271,0.199271
2640,0,0,0,0.00241488,0,0,-2.18849e-05,0.199272,-0.199272,-0.199272,0.199272
2645,0,0,0,0.00234523,0,0,-2.23794e-05,0.199273,-0.199273,-0.199273,0.199273
2650,0,0,0,0.00227545,0,0,-2.28749e-05,0.199274,-0.199274,-0.199274,0.199274
2655,0,0,0,0.00220585,0,0,-2.33691e-05,0.199275,-0.199275,-0.199275,0.199275
2660,0,0,0,0.00213611,0,0,-2.38642e-05,0.199276,-0.199276,-0.199276,0.199276
2665,0,0,0,0.00206651,0,0,-2.43584e-05,0.199277,-0.199277,-0.199277,0.199277
2670,0,0,0,0.00199677,0,0,-2.48535e-05,0.199278,-0.199278,-0.199278,0.199278
2675,0,0,0,0.00192703,0,0,-2.53487e-05,0.199279,-0.199279,-0.199279,0.199279
2680,0,0,0,0.0018573,0,0,-2.58438e-05,0.19928,-0.19928,-0.19928,0.19928
2685,0,0,0,0.00178765,0,0,-2.63383e-05,0.199281,-0.199281,-0.199281,0.199281
2690,0,0,0,0.00171787,0,0,-2.68338e-05,0.199282,-0.199282,-0.199282,0.199282
2695,0,0,0,0.00164831,0,0,-2.73276e-05,0.199283,-0.199283,-0.199283,0.199283
2700,0,0,0,0.00157866,0,0,-2.78221e-05,0.199284,-0.199284,-0.199284,0.199284
2705,0,0,0,0.00150879,0,0,-2.83182e-05,0.199285,-0.199285,-0.199285,0.199285
2710,0,0,0,0.00143914,0,0,-2.88127e-05,0.199285,-0.199285,-0.199285,0.199285
2715,0,0,0,0.00136954,0,0,-2.93069e-05,0.199286,-0.199286,-0.199286,0.199286
2720,0,0,0,0.00129966,0,0,-2.9803e-05,0.199287,-0.199287,-0.199287,0.199287
2725,0,0,0,0.00123015,0,0,-3.02965e-05,0.199288,-0.199288,-0.199288,0.199288
2730,0,0,0,0.00116037,0,0,-3.0792e-05,0.199289,-0.199289,-0.199289,0.199289
2735,0,0,0,0.00109068,0,0,-3.12868e-05,0.19929,-0.19929,-0.19929,0.19929
2740,0,0,0,0.00102089,0,0,-3.17823e-05,0.199291,-0.199291,-0.199291,0.199291
2745,0,0,0,0.000951335,0,0,-3.22761e-05,0.199292,-0.199292,-0.199292,0.199292
2750,0,0,0,0.000881508,0,0,-3.27719e-05,0.199293,-0.199293,-0.199293,0.199293
2755,0,0,0,0.000811771,0,0,-3.3267e-05,0.199294,-0.199294,-0.199294,0.199294
2760,0,0,0,0.000742167,0,0,-3.37612e-05,0.199295,-0.199295,-0.199295,0.199295
2765,0,0,0,0.000672475,0,0,-3.4256e-05,0.199296,-0.199296,-0.199296,0.199296
2770,0,0,0,0.000602871,0,0,-3.47502e-05,0.199297,-0.199297,-0.199297,0.199297
2775,0,0,0,0.000533178,0,0,-3.5245e-05,0.199298,-0.199298,-0.199298,0.199298
2780,0,0,0,0.000463396,0,0,-3.57405e-05,0.199299,-0.199299,-0.199299,0.199299
2785,0,0,0,0.000394553,0,0,-3.47609e-05,0.199297,-0.199297,-0.199297,0.199297
2790,0,0,0,0.000334874,0,0,-2.72661e-05,0.199282,-0.199282,-0.199282,0.199282
2795,0,0,0,0.000296652,0,0,-1.3032e-05,0.199254,-0.199254,-0.199254,0.199254
2800,0,0,0,0.000291109,0,0,7.73638e-06,-0.199244,0.199244,0.199244,-0.199244
2805,0,0,0,0.000302911,0,0,8.7823e-06,-0.199246,0.199246,0.199246,-0.199246
2810,0,0,0,0.000314668,0,0,8.86577e-06,-0.199246,0.199246,0.199246,-0.199246
2815,0,0,0,0.000326604,0,0,8.95052e-06,-0.199246,0.199246,0.199246,-0.199246
2820,0,0,0,0.000338405,0,0,9.03431e-06,-0.199246,0.199246,0.199246,-0.199246
2825,0,0,0,0.000350252,0,0,9.11842e-06,-0.199247,0.199247,0.199247,-0.199247
2830,0,0,0,0.000362143,0,0,9.20285e-06,-0.199247,0.199247,0.199247,-0.199247
2835,0,0,0,0.0003739,0,0,9.28632e-06,-0.199247,0.199247,0.199247,-0.199247
2840,0,0,0,0.000385791,0,0,9.37075e-06,-0.199247,0.199247,0.199247,-0.199247
2845,0,0,0,0.000397637,0,0,9.45486e-06,-0.199247,0.199247,0.199247,-0.199247
2850,0,0,0,0.000409529,0,0,9.53928e-06,-0.199247,0.199247,0.199247,-0.199247
2855,0,0,0,0.000421241,0,0,9.62244e-06,-0.199248,0.199248,0.199248,-0.199248
2860,0,0,0,0.000433087,0,0,9.70655e-06,-0.199248,0.199248,0.199248,-0.199248
