time,p.x,p.y,p.z,att.x,att.y,att.z,attq.w,attq.x,attq.y,attq.z,v.x,v.y,v.z,v.r,v.p,v.yaw,pdot.x,pdot.y,pdot.z,vdot.x,vdot.y,vdot.z,vdot.r,vdot.p,vdot.yaw
3360,-1.21978, 1.04915, 4.02722,2.95194, -0.419689, 2.98911,0.213823,0.0544936,-0.972343,0.0765443,0.010288, 0.0322834, 2.64311e-05, 0.12164, -0.530266, 0.546765,-0.0137862, 0.0309501, 0.000303493,-0.0171894, -0.0106723, 0.0803368, -11.0376, 0.0293431, -0.0429616
3380,-1.22005, 1.04977, 4.02722,2.95263, -0.409063, 3.00032,0.208218,0.0496861,-0.97371,0.0778749,0.00994333, 0.0320733, 7.12817e-05, 0.00553549, -0.530033, 0.54604,-0.013217, 0.0308685, -0.000142965,-0.0173004, -0.0103565, 0.084572, -2.33475, 0.00173136, -0.0322118
3400,-1.2203, 1.05039, 4.02721,2.95429, -0.398573, 3.01189,0.202629,0.0447732,-0.975061,0.0786956,0.00959612, 0.0318694, -2.32234e-05, -0.00748563, -0.530053, 0.545432,-0.012573, 0.0308138, -0.000419959,-0.0173792, -0.0100526, -0.0942836, 0.131073, -0.00163528, -0.0293249
3420,-1.22055, 1.051, 4.0272,2.9558, -0.388063, 3.02336,0.197027,0.0398656,-0.976354,0.0795222,0.0092464, 0.0316715, 6.52666e-05, 0.00308292, -0.530073, 0.544859,-0.0119952, 0.0307242, -0.000851837,-0.0175525, -0.00975133, 0.0851088, 1.26994, 0.000387352, -0.0282507
3440,-1.22078, 1.05162, 4.02718,2.95651, -0.37747, 3.03452,0.191403,0.0350215,-0.977566,0.0806432,0.00889432, 0.0314796, -4.02921e-05, 0.0578965, -0.529967, 0.544282,-0.0113461, 0.0306611, -0.00111265,-0.017629, -0.00945055, -0.0958761, 4.27564, 0.0118545, -0.0301212
3460,-1.221, 1.05223, 4.02715,2.95516, -0.366694, 3.04491,0.18574,0.0303535,-0.978647,0.0826427,0.00853966, 0.0312936, -1.74339e-05, 0.183272, -0.529478, 0.543619,-0.01076, 0.030563, -0.00152928,-0.0178339, -0.00917518, 0.0799853, 8.151, 0.0384993, -0.0366646
3480,-1.22121, 1.05284, 4.02712,2.95014, -0.35564, 3.05401,0.180024,0.0260006,-0.979526,0.0862751,0.00818278, 0.0311135, -9.22544e-05, 0.389614, -0.528271, 0.542771,-0.0101701, 0.0304603, -0.00193811,-0.0178932, -0.00885933, -0.105595, 12.2822, 0.0829585, -0.0483935
3500,-1.22141, 1.05345, 4.02707,2.941, -0.34434, 3.06172,0.174263,0.0219974,-0.980167,0.0917652,0.00782323, 0.0309391, -0.00010339, 0.524028, -0.526214, 0.541706,-0.00963778, 0.0303198, -0.00250372,-0.0180231, -0.00856856, -0.109788, 2.99925, 0.114321, -0.0555081
3520,-1.2216, 1.05405, 4.02701,2.93042, -0.333049, 3.06903,0.168494,0.0181154,-0.980663,0.0978828,0.00746118, 0.0307706, 2.69787e-05, 0.546223, -0.523851, 0.540602,-0.00915835, 0.0301365, -0.00322679,-0.0181748, -0.00830535, 0.0692745, 0.168395, 0.119542, -0.0542729
3540,-1.22178, 1.05465, 4.02694,2.91968, -0.32187, 3.07637,0.162735,0.0142502,-0.981065,0.104048,0.00709663, 0.0306077, -2.10199e-05, 0.542537, -0.521462, 0.539547,-0.0086125, 0.0299794, -0.00377541,-0.0183216, -0.00804526, 0.0696062, -0.844381, 0.118701, -0.0512249
3560,-1.22194, 1.05525, 4.02686,2.90935, -0.310841, 3.08394,0.156988,0.0103556,-0.981402,0.109986,0.00672987, 0.0304506, -5.09306e-05, 0.497525, -0.519165, 0.538575,-0.00806127, 0.0298149, -0.00431532,-0.0183541, -0.00768466, -0.10831, -3.75031, 0.109373, -0.0456688
3580,-1.2221, 1.05585, 4.02677,2.90064, -0.300016, 0.0495113,0.151259,0.00634175,-0.981746,0.115128,0.0063608, 0.0302991, -2.90052e-05, 0.382986, -0.517206, 0.537757,-0.00750417, 0.0296428, -0.00484632,-0.0185498, -0.0074754, 0.0747815, -7.60135, 0.0850241, -0.0358171
3600,-1.22224, 1.05644, 4.02667,2.89414, -0.289396, 0.0406516,0.145544,0.0021667,-0.982144,0.119189,0.00598974, 0.0301532, 6.54809e-05, 0.310574, -0.515734, 0.537131,-0.00694094, 0.0294634, -0.00536887,-0.0185971, -0.00716404, 0.0774727, -1.10279, 0.0677983, -0.0288353
3620,-1.22237, 1.05702, 4.02656,2.88813, -0.27888, 0.0315995,0.139834,-0.00204476,-0.982507,0.122973,0.00561689, 0.0300128, 3.80106e-06, 0.307732, -0.514397, 0.536566,-0.00632187, 0.0293203, -0.00571609,-0.0187243, -0.00691184, 0.0777844, 0.203077, 0.0668017, -0.0279857
3640,-1.22249, 1.05761, 4.02644,2.88188, -0.26844, 0.0225624,0.13413,-0.00624181,-0.982795,0.126822,0.00524214, 0.0298778, -5.72472e-05, 0.32724, -0.513034, 0.536004,-0.00569988, 0.0291723, -0.00605436,-0.01875, -0.00660595, -0.102014, 2.01269, 0.0706189, -0.0286094
3660,-1.2226, 1.05819, 4.02631,2.87461, -0.258067, 0.0137388,0.128435,-0.0103741,-0.982958,0.13111,0.00486562, 0.0297481, 4.04427e-05, 0.400954, -0.511486, 0.535396,-0.00512123, 0.0289738, -0.00655119,-0.0188832, -0.00636851, 0.0756495, 5.35941, 0.0857696, -0.0327549
3680,-1.2227, 1.05877, 4.02618,2.86495, -0.24777, 0.00545158,0.122761,-0.0143583,-0.982901,0.136487,0.00448722, 0.0296236, -0.000101129, 0.549555, -0.509472, 0.534654,-0.00449262, 0.028815, -0.00687134,-0.0189516, -0.00608699, -0.10795, 9.34892, 0.116981, -0.0418077
3700,-1.22278, 1.05934, 4.02604,2.85134, -0.237589, -0.00196503,0.117128,-0.0181045,-0.982497,0.143711,0.00410686, 0.0295043, 1.16915e-05, 0.773897, -0.506658, 0.533679,-0.00394733, 0.0285533, -0.00751656,-0.0190805, -0.00586935, 0.0653316, 12.8639, 0.164487, -0.055782
3720,-1.22286, 1.05991, 4.02588,2.83361, -0.227586, -0.00854019,0.111552,-0.0216086,-0.981692,0.15287,0.00372451, 0.0293901, 1.00937e-05, 0.906511, -0.502972, 0.53245,-0.00339492, 0.0282788, -0.00815074,-0.0191811, -0.00561456, 0.0614109, 2.45315, 0.194958, -0.0643513
3740,-1.22292, 1.06047, 4.02571,2.81473, -0.217784, -0.0150067,0.106012,-0.0250413,-0.98067,0.162541,0.00333997, 0.0292807, -2.15933e-05, 0.912535, -0.499033, 0.531159,-0.00283609, 0.0279912, -0.00877295,-0.0192997, -0.00538611, 0.0614095, -0.806658, 0.196476, -0.0639926
3760,-1.22297, 1.06103, 4.02553,2.79608, -0.208177, -0.0216756,0.100495,-0.0284775,-0.979532,0.172065,0.00295353, 0.0291767, -4.08206e-05, 0.890351, -0.495151, 0.529902,-0.00227138, 0.0276912, -0.00938325,-0.0194086, -0.00514758, 0.062305, -1.65451, 0.191429, -0.0616439
3780,-1.22301, 1.06158, 4.02533,2.77819, -0.19875, -0.028645,0.0949928,-0.0319426,-0.978328,0.181189,0.00256516, 0.0290778, -3.3206e-05, 0.831674, -0.491434, 0.528712,-0.00170071, 0.0273785, -0.00998127,-0.0194996, -0.00488538, 0.0642167, -4.29863, 0.179002, -0.0571002
3800,-1.22304, 1.06212, 4.02513,2.76146, -0.189482, -0.0359804,0.0894975,-0.0354551,-0.977109,0.189716,0.00217506, 0.028984, 1.46289e-05, 0.792203, -0.487981, 0.527616,-0.00112406, 0.0270533, -0.010567,-0.0195644, -0.00459603, 0.0657633, -0.730246, 0.169442, -0.0534716
3820,-1.22305, 1.06266, 4.02491,2.74507, -0.180391, -0.0435078,0.0840207,-0.0389763,-0.975809,0.198037,0.00178316, 0.0288952, -0.000100379, 0.784565, -0.48462, 0.526562,-0.000508906, 0.0267837, -0.010977,-0.0196169, -0.00429969, -0.113272, 0.159052, 0.167294, -0.0520868
3840,-1.22306, 1.06319, 4.02469,2.72847, -0.171497, -3.09047,0.0785728,-0.0424829,-0.974379,0.206415,0.00138953, 0.0288111, -3.45795e-05, 0.813406, -0.481237, 0.525518,7.84278e-05, 0.0264363, -0.011538,-0.0197584, -0.00414825, 0.0657258, 2.81653, 0.172524, -0.0529002
3860,-1.22305, 1.06372, 4.02445,2.7106, -0.162865, -3.08294,0.0731779,-0.045934,-0.972705,0.21536,0.000994341, 0.028732, 3.12651e-06, 0.905878, -0.477617, 0.524417,0.000671319, 0.0260767, -0.0120859,-0.0198207, -0.00388105, 0.0634443, 6.32502, 0.191066, -0.0575995
3880,-1.22303, 1.06424, 4.0242,2.69006, -0.154604, -3.07571,0.0678737,-0.0492812,-0.970616,0.225541,0.000597291, 0.0286573, -2.71992e-05, 1.07082, -0.473467, 0.523178,0.00126943, 0.0257046, -0.0126197,-0.0199189, -0.0036805, 0.0590506, 9.96811, 0.2248, -0.0666415
3900,-1.223, 1.06475, 4.02394,2.66541, -0.146857, -3.06896,0.0627056,-0.0524805,-0.967904,0.237645,0.00019851, 0.0285872, 1.32295e-05, 1.30631, -0.468485, 0.521714,0.00184521, 0.0252397, -0.0132973,-0.0199855, -0.00340485, 0.0527008, 13.3438, 0.27323, -0.0797306
3920,-1.22295, 1.06525, 4.02367,2.63664, -0.139685, -3.06265,0.0576868,-0.0555372,-0.964496,0.251664,1.29217e-05, 0.0285208, -6.1164e-05, 1.43468, -0.462637, 0.520019,0.00221419, 0.0247847, -0.0139375,-0.0201117, -0.00338377, 0.0488253, 1.72685, 0.301832, -0.0870131
3940,-1.22291, 1.06574, 4.02339,2.60706, -0.132876, -3.05628,0.0527372,-0.0585541,-0.960746,0.266002,4.06507e-05, 0.0284555, 1.92961e-05, 1.41873, -0.45661, 0.518291,0.00235129, 0.024252, -0.014698,0.0515504, -0.00321124, 0.0493381, -2.17378, 0.298298, -0.0851046
3960,-1.22286, 1.06622, 4.02309,2.57826, -0.126307, -3.04966,0.0478133,-0.0615762,-0.956859,0.279897,-4.98641e-06, 0.0283912, -5.67252e-05, 1.36937, -0.450758, 0.516629,0.00258821, 0.0237794, -0.015294,-0.020284, -0.00329334, 0.0507453, -2.84488, 0.287151, -0.0811652
3980,-1.22281, 1.06669, 4.02277,2.55042, -0.119952, -3.04276,0.0429073,-0.064608,-0.952884,0.293252,1.95076e-05, 0.0283279, -0.000102846, 1.32448, -0.44513, 0.515047,0.00275822, 0.0233018, -0.0158714,-0.020303, -0.00309019, -0.127367, -1.84486, 0.276696, -0.0775007
4000,-1.22275, 1.06715, 4.02245,2.52322, -0.113836, -3.03565,0.0380286,-0.0676409,-0.948788,0.306234,4.22109e-05, 0.0282649, 5.10021e-05, 1.30969, -0.439659, 0.513522,0.00291194, 0.0227055, -0.0165798,0.0513152, -0.00306672, 0.0527868, 0.524102, 0.272308, -0.0754997
