time,p.x,p.y,p.z,att.x,att.y,att.z,attq.w,attq.x,attq.y,attq.z,v.x,v.y,v.z,v.r,v.p,v.yaw,pdot.x,pdot.y,pdot.z,vdot.x,vdot.y,vdot.z,vdot.r,vdot.p,vdot.yaw
1600,-1.12359, 1.00464, 4.00767,1.58007, -0.691366, 0.650615,0.704383,0.557084,-0.439581,-0.0164459,-0.0847113, 0.0653612, 0.070804, 1.60491, -1.68775, 1.37877,-0.127572, 0.0136157, 0.00113777,0.278955, 0.190831, -0.0558314, 29.9463, 4.59111, -1.93842
1620,-1.12612, 1.00492, 4.0077,1.64374, -0.693686, 0.718471,0.686963,0.56347,-0.458824,-0.0079732,-0.079227, 0.0693315, 0.0691527, 1.95849, -1.59694, 1.34012,-0.125162, 0.0140893, 0.00138999,0.26978, 0.20034, -0.102435, 8.90229, 4.45839, -1.91193
1640,-1.1286, 1.0052, 4.00773,1.70931, -0.688876, 0.786702,0.66836,0.570848,-0.47689,0.00157605,-0.0739333, 0.0732262, 0.0668093, 2.02397, -1.51058, 1.30276,-0.122792, 0.014522, 0.00168794,0.260028, 0.18752, -0.128099, -0.469512, 4.17828, -1.82293
1660,-1.13103, 1.0055, 4.00776,1.7723, -0.679625, 0.852217,0.649642,0.577916,-0.493811,0.0113336,-0.0688366, 0.0767647, 0.0640804, 1.97746, -1.43033, 1.2674,-0.120461, 0.0149169, 0.00202886,0.250138, 0.166852, -0.142903, -3.25638, 3.86204, -1.71864
1680,-1.13341, 1.0058, 4.00781,1.83133, -0.667281, 0.91404,0.63118,0.584301,-0.50967,0.0209941,-0.063937, 0.0798754, 0.0611098, 1.90603, -1.3563, 1.23408,-0.118166, 0.0152774, 0.00241105,0.240334, 0.145326, -0.153047, -4.03973, 3.55949, -1.61907
1700,-1.13575, 1.00611, 4.00786,1.88597, -0.65275, 0.971904,0.613145,0.589891,-0.524555,0.0304143,-0.0592315, 0.0825517, 0.0579834, 1.80269, -1.28818, 1.2027,-0.115903, 0.0156074, 0.00283422,0.230744, 0.123188, -0.158302, -6.37872, 3.26758, -1.52356
1720,-1.13805, 1.00642, 4.00792,1.93574, -0.637359, 1.02557,0.595853,0.594437,-0.538571,0.0393167,-0.0547143, 0.0847694, 0.054824, 1.64086, -1.22591, 1.17324,-0.113671, 0.0159108, 0.00329909,0.221507, 0.0994933, -0.156415, -9.71349, 2.97297, -1.42792
1740,-1.1403, 1.00675, 4.00799,1.98019, -0.622813, 1.07493,0.579745,0.597598,-0.551846,0.0473046,-0.0503768, 0.0864968, 0.0517897, 1.40612, -1.16962, 1.1457,-0.111468, 0.0161908, 0.00380676,0.212777, 0.074284, -0.146049, -13.5641, 2.66996, -1.3307
1760,-1.1425, 1.00707, 4.00807,2.01909, -0.611014, 1.12008,0.565322,0.599007,-0.564531,0.0539108,-0.0462073, 0.0877083, 0.0490566, 1.09313, -1.11948, 1.12012,-0.109292, 0.016449, 0.00435797,0.204703, 0.0480624, -0.126755, -17.484, 2.35768, -1.23196
1780,-1.14467, 1.0074, 4.00817,2.05247, -0.603876, 1.16127,0.553078,0.598316,-0.576787,0.0586474,-0.0421911, 0.0883907, 0.0467986, 0.706302, -1.07566, 1.09652,-0.107146, 0.0166849, 0.00495238,0.197413, 0.0215018, -0.0991454, -20.9423, 2.0396, -1.13285
1800,-1.14679, 1.00774, 4.00827,2.08059, -0.603132, 1.19891,0.543437,0.595235,-0.588764,0.0610581,-0.0383118, 0.0885432, 0.0451668, 0.255938, -1.03821, 1.07489,-0.105029, 0.0168956, 0.00558799,0.190994, -0.00494514, -0.0646682, -24.1516, 1.72144, -1.03486
1820,-1.14887, 1.00808, 4.00839,2.10386, -0.610387, 1.23345,0.536759,0.589488,-0.60059,0.0606973,-0.0345512, 0.0881633, 0.04429, -0.255722, -1.00712, 1.05522,-0.102944, 0.0170761, 0.00626103,0.185497, -0.0317769, -0.0242329, -26.8155, 1.40457, -0.937787
1840,-1.1509, 1.00842, 4.00853,2.12281, -0.626991, 1.26534,0.533295,0.580828,-0.612346,0.0571691,-0.0308907, 0.0872406, 0.0442624, -0.808031, -0.982281, 1.03746,-0.100892, 0.0172196, 0.00696617,0.180932, -0.0592157, 0.0194874, -27.9285, 1.09738, -0.843403
1860,-1.1529, 1.00877, 4.00867,2.13819, -0.653659, 1.29509,0.533058,0.569126,-0.624035,0.0502513,-0.0273122, 0.0857647, 0.0451052, -1.36501, -0.963355, 1.02153,-0.0988778, 0.017319, 0.00769738,0.177237, -0.0871038, 0.0622622, -27.7202, 0.813824, -0.755018
1880,-1.15486, 1.00911, 4.00883,2.15086, -0.690591, 1.32325,0.535875,0.554328,-0.635586,0.0398642,-0.0237995, 0.0837185, 0.0467747, -1.91744, -0.949827, 1.00731,-0.0969021, 0.0173682, 0.00844908,0.174289, -0.116391, 0.102107, -27.4743, 0.555966, -0.672356
1900,-1.15677, 1.00946, 4.00901,2.16168, -0.737882, 1.35034,0.541507,0.536348,-0.646859,0.0259491,-0.0203392, 0.0810611, 0.0491999, -2.46508, -0.941205, 0.994687,-0.0949672, 0.0173633, 0.00921697,0.171944, -0.148274, 0.137847, -27.2391, 0.321688, -0.594007
1920,-1.15865, 1.00981, 4.0092,2.17205, -0.793667, 1.37729,0.549164,0.515599,-0.657643,0.00909473,-0.0169214, 0.0778186, 0.052153, -2.75541, -0.936369, 0.983394,-0.0930734, 0.0173029, 0.00999854,0.169953, -0.171436, 0.150433, -5.43789, 0.199329, -0.546858
1940,-1.16049, 1.01015, 4.00941,2.18458, -0.851453, 1.40604,0.556936,0.493816,-0.667753,-0.00855281,-0.0135441, 0.0742917, 0.0550456, -2.74822, -0.932442, 0.97259,-0.0912179, 0.0171901, 0.0107943,0.167838, -0.179002, 0.13695, 4.18479, 0.206136, -0.537852
1960,-1.1623, 1.0105, 4.00964,2.20092, -0.907401, 1.43798,0.563836,0.472082,-0.677175,-0.02571,-0.0102126, 0.0707076, 0.0575573, -2.62789, -0.927796, 0.961792,-0.0893977, 0.0170305, 0.0116064,0.165375, -0.178621, 0.114807, 6.88627, 0.258846, -0.542649
1980,-1.16407, 1.01083, 4.00988,2.22197, -0.960295, 1.47404,0.56965,0.450767,-0.685964,-0.0419759,-0.00693416, 0.0671665, 0.0596159, -2.48934, -0.922016, 0.950874,-0.0876103, 0.0168293, 0.0124371,0.162551, -0.175346, 0.0923656, 7.18072, 0.315844, -0.54876
2000,-1.1658, 1.01117, 4.01013,2.24845, -1.00971, 1.51502,0.574386,0.430014,-0.694186,-0.0572288,-0.00371557, 0.0637174, 0.0612294, -2.3278, -0.915076, 0.939826,-0.0858542, 0.0165903, 0.0132876,0.159418, -0.169244, 0.0699628, 9.07957, 0.376686, -0.556172
2020,-1.1675, 1.0115, 4.01041,2.28113, -1.05474, 1.56177,0.577965,0.410101,-0.70193,-0.0711864,-0.00056249, 0.0604337, 0.0623839, -2.11885, -0.906799, 0.928589,-0.0841285, 0.0163166, 0.0141586,0.156019, -0.158871, 0.0464652, 11.7464, 0.449698, -0.567731
2040,-1.16917, 1.01183, 4.01069,2.32043, -1.09411, 1.6148,0.580272,0.391397,-0.709315,-0.0834581,0.00137259, 0.0574142, 0.0630644, -1.85417, -0.896954, 0.917091,-0.0824212, 0.0167622, 0.0141831,0.0806582, -0.14289, 0.0228647, 14.5687, 0.53174, -0.58157
2060,-1.1708, 1.01217, 4.01098,2.366, -1.12654, 1.67386,0.581203,0.374292,-0.716479,-0.0936289,0.00294571, 0.054766, 0.0632722, -1.53463, -0.885367, 0.90528,-0.0807089, 0.0173583, 0.0140043,0.07682, -0.122297, -0.000935937, 17.2043, 0.623977, -0.599383
2080,-1.17239, 1.01252, 4.01125,2.41618, -1.15084, 1.73742,0.580691,0.359147,-0.723567,-0.101307,0.00444067, 0.0525681, 0.0630032, -1.16608, -0.871845, 0.893071,-0.0789934, 0.0179187, 0.0138383,0.072859, -0.0982, -0.0247392, 19.4722, 0.724206, -0.620945
2100,-1.17395, 1.01289, 4.01153,2.46784, -1.16613, 1.8025,0.578699,0.34627,-0.73071,-0.106148,0.00585564, 0.0508795, 0.062261, -0.756584, -0.856272, 0.880404,-0.0772779, 0.0184465, 0.0136856,0.0688325, -0.0716757, -0.0482536, 21.3179, 0.828156, -0.644819
2120,-1.17548, 1.01326, 4.0118,2.51665, -1.17189, 1.8649,0.575212,0.335909,-0.738013,-0.107856,0.00718983, 0.0497371, 0.0610512, -0.311368, -0.838614, 0.867247,-0.0755661, 0.0189461, 0.0135474,0.0647889, -0.0437502, -0.0716015, 23.3383, 0.932709, -0.669842
2140,-1.17698, 1.01364, 4.01207,2.5578, -1.16773, 1.92001,0.570181,0.328314,-0.745551,-0.106095,0.00844324, 0.0491679, 0.0593655, 0.181687, -0.818829, 0.853571,-0.0738617, 0.0194226, 0.0134258,0.0607575, -0.0144683, -0.0959949, 25.7842, 1.04095, -0.696738
2160,-1.17844, 1.01404, 4.01234,2.5871, -1.15328, 1.96382,0.563506,0.32375,-0.753362,-0.100466,0.00961623, 0.0491905, 0.0571738, 0.7209, -0.796851, 0.839343,-0.0721679, 0.0198824, 0.0133235,0.056744, 0.0151694, -0.122201, 27.6743, 1.15124, -0.724696
2180,-1.17986, 1.01444, 4.0126,2.60229, -1.12844, 1.99427,0.55509,0.322369,-0.761403,-0.0906598,0.010709, 0.0497884, 0.0544405, 1.28151, -0.772725, 0.824572,-0.0704876, 0.020333, 0.013244,0.0527341, 0.0426988, -0.150008, 28.2712, 1.25446, -0.75052
2200,-1.18125, 1.01485, 4.01287,2.6052, -1.09506, 2.01323,0.54516,0.323663,-0.769466,-0.0772261,0.0117215, 0.0508153, 0.0512136, 1.61282, -0.747172, 0.809481,-0.0688223, 0.0207824, 0.0131911,0.0487222, 0.0553018, -0.168539, 8.22729, 1.27631, -0.751415
2220,-1.18261, 1.01527, 4.01313,2.60272, -1.05883, 2.02708,0.534661,0.325899,-0.777191,-0.0624623,0.0126545, 0.051898, 0.0477786, 1.67093, -0.722316, 0.794716,-0.0671709, 0.0212367, 0.013168,0.0447876, 0.0515917, -0.173233, -0.578268, 1.2039, -0.723777
2240,-1.18394, 1.0157, 4.0134,2.59871, -1.02293, 2.03937,0.52415,0.328104,-0.784434,-0.0477209,0.0135101, 0.0528395, 0.0443196, 1.62708, -0.699289, 0.780618,-0.0655307, 0.0216993, 0.0131766,0.0409876, 0.0427197, -0.172265, -2.90894, 1.10251, -0.687442
2260,-1.18523, 1.01614, 4.01366,2.59435, -0.988262, 2.05116,0.513793,0.330009,-0.791198,-0.0334034,0.0142912, 0.0535973, 0.0408966, 1.56343, -0.678299, 0.76725,-0.063899, 0.0221729, 0.0132184,0.0373359, 0.0335268, -0.169967, -3.78028, 1.00197, -0.651275
2280,-1.18649, 1.01659, 4.01393,2.5902, -0.955229, 2.06294,0.503675,0.331498,-0.797516,-0.0197099,0.0150009, 0.0541668, 0.0375385, 1.46307, -0.659335, 0.75461,-0.0622734, 0.0226598, 0.013295,0.0338336, 0.023748, -0.165577, -6.30783, 0.898357, -0.614168
2300,-1.18772, 1.01705, 4.01419,2.58713, -0.924681, 2.07542,0.493971,0.332331,-0.803429,-0.00705057,0.0156423, 0.0545305, 0.0343023, 1.3042, -0.642534, 0.742739,-0.060652, 0.0231619, 0.0134074,0.0304967, 0.0130184, -0.157819, -9.46762, 0.785774, -0.574452
2320,-1.18892, 1.01752, 4.01446,2.58615, -0.89767, 2.08938,0.484901,0.332218,-0.809003,0.00405777,0.0162188, 0.0546728, 0.0312603, 1.08091, -0.628085, 0.731692,-0.0590329, 0.0236795, 0.0135561,0.0273509, 0.00172943, -0.146333, -12.6773, 0.663746, -0.531954
2340,-1.19008, 1.01799, 4.01473,2.58827, -0.875235, 2.10555,0.476687,0.330879,-0.81432,0.0130836,0.0167347, 0.0545885, 0.0284859, 0.795492, -0.61616, 0.72152,-0.0574145, 0.0242112, 0.0137404,0.0244251, -0.00953854, -0.131306, -15.657, 0.534217, -0.487113
2360,-1.19121, 1.01848, 4.01501,2.59451, -0.858287, 2.12463,0.469531,0.328063,-0.819472,0.0195262,0.0171947, 0.0542835, 0.0260452, 0.453386, -0.60688, 0.712265,-0.0557953, 0.0247537, 0.0139587,0.0217471, -0.0203238, -0.113199, -18.4839, 0.399788, -0.44047
2380,-1.19231, 1.01899, 4.01529,2.606, -0.847663, 2.14743,0.463617,0.323524,-0.824541,0.0228832,0.0176039, 0.0537676, 0.0239992, 0.0480704, -0.600347, 0.703965,-0.0541738, 0.0253012, 0.0142079,0.0193432, -0.0306975, -0.0919207, -21.816, 0.259489, -0.391505
2400,-1.19338, 1.0195, 4.01558,2.62424, -0.844204, 2.17508,0.459124,0.316983,-0.829588,0.0225962,0.0179682, 0.0530471, 0.0224108, -0.42096, -0.596681, 0.696672,-0.0525484, 0.0258455, 0.0144836,0.0172416, -0.0408129, -0.0676938, -24.8663, 0.113644, -0.339951
2420,-1.19441, 1.02002, 4.01587,2.64951, -0.84714, 2.20785,0.455917,0.308565,-0.834609,0.0188534,0.0182936, 0.0521575, 0.0212534, -0.72202, -0.595558, 0.69032,-0.0509174, 0.0263766, 0.0147805,0.0154288, -0.0465007, -0.0519424, -7.93787, 0.0207031, -0.301888
2440,-1.19541, 1.02055, 4.01617,2.67803, -0.852109, 2.24301,0.453161,0.299408,-0.839531,0.0137186,0.0185845, 0.0512203, 0.020257, -0.791693, -0.595436, 0.684494,-0.0492797, 0.026887, 0.0150948,0.0137579, -0.0466769, -0.0491345, -0.645912, -0.000282095, -0.283605
2460,-1.19638, 1.0211, 4.01648,2.70731, -0.856693, 2.27873,0.450398,0.290172,-0.844317,0.00840204,0.0188426, 0.0503028, 0.0192599, -0.781671, -0.595422, 0.678944,-0.0476347, 0.0273741, 0.0154257,0.0121346, -0.0450575, -0.0507592, 0.904044, 0.00286276, -0.272497
2480,-1.19732, 1.02165, 4.01679,2.73654, -0.860287, 2.31438,0.447513,0.281032,-0.848966,0.00323143,0.0190684, 0.0494216, 0.0182198, -0.751474, -0.595292, 0.673594,-0.0459819, 0.0278375, 0.0157735,0.0105326, -0.0430711, -0.0533554, 2.39896, 0.0109234, -0.263353
2500,-1.19822, 1.02221, 4.01711,2.76493, -0.862444, 2.34933,0.444421,0.272134,-0.853481,-0.00151422,0.0192623, 0.0485875, 0.0171072, -0.673737, -0.594894, 0.66839,-0.044321, 0.0282775, 0.016139,0.00893493, -0.0403277, -0.0581321, 5.37668, 0.030268, -0.258098
2520,-1.19909, 1.02278, 4.01744,2.79097, -0.862416, 2.38243,0.440977,0.263743,-0.857876,-0.00532724,0.019424, 0.0478179, 0.0158679, -0.529776, -0.593951, 0.663238,-0.0426518, 0.0286956, 0.0165236,0.0073109, -0.0366641, -0.0659355, 8.8757, 0.0649405, -0.258093
2540,-1.19992, 1.02336, 4.01777,2.8128, -0.859398, 2.4122,0.437015,0.256174,-0.862169,-0.00758821,0.0195527, 0.0471302, 0.0144376, -0.309646, -0.592144, 0.658025,-0.040974, 0.0290951, 0.0169299,0.00562326, -0.0322197, -0.0771313, 12.9328, 0.116056, -0.263856
2560,-1.20072, 1.02394, 4.01811,2.82828, -0.85258, 2.437,0.432364,0.249775,-0.866381,-0.00760139,0.0196465, 0.0465365, 0.0127459, -0.009107, -0.589142, 0.652636,-0.0392874, 0.0294816, 0.0173617,0.00383014, -0.0273776, -0.0918842, 16.8814, 0.183227, -0.275412
2580,-1.20149, 1.02454, 4.01847,2.83539, -0.841234, 2.45533,0.426858,0.244878,-0.87052,-0.0046732,0.019703, 0.0460378, 0.0107233, 0.367719, -0.584652, 0.646961,-0.0375917, 0.0298635, 0.0178246,0.0018884, -0.022836, -0.110005, 20.5565, 0.263743, -0.291987
2600,-1.20223, 1.02514, 4.01883,2.83425, -0.825654, 2.46737,0.420533,0.241451,-0.874558,0.00117828,0.0197189, 0.0456071, 0.00836638, 0.613885, -0.578781, 0.641012,-0.0358866, 0.0302518, 0.0183252,-0.00021291, -0.0210181, -0.122867, 6.41838, 0.30795, -0.298827
2620,-1.20293, 1.02575, 4.0192,2.82972, -0.808525, 2.47683,0.413891,0.23861,-0.87846,0.00818171,0.019692, 0.0451813, 0.00585957, 0.670778, -0.572668, 0.63511,-0.0341716, 0.0306549, 0.018869,-0.00236781, -0.0217241, -0.126749, 0.663427, 0.298845, -0.290386
2640,-1.20359, 1.02637, 4.01958,2.82453, -0.791289, 2.48574,0.407209,0.23587,-0.882219,0.0153378,0.0196222, 0.0447339, 0.00331138, 0.669862, -0.566939, 0.629435,-0.0324458, 0.0310763, 0.0194589,-0.00450932, -0.0229567, -0.127899, -0.345836, 0.274737, -0.2776
2660,-1.20422, 1.02699, 4.01998,2.81936, -0.774309, 2.49463,0.400555,0.233104,-0.885843,0.0223829,0.0195097, 0.0442618, 0.000748096, 0.645206, -0.561727, 0.624026,-0.0307087, 0.031518, 0.0200971,-0.0066233, -0.0241852, -0.128149, -2.32316, 0.246654, -0.26364
2680,-1.20483, 1.02762, 4.02038,2.81512, -0.758053, 2.50412,0.394019,0.230154,-0.889348,0.0289624,0.0193622, 0.0437737, 5.28623e-06, 0.56632, -0.557166, 0.618927,-0.0302075, 0.0315642, 0.0195508,-0.00772613, -0.0242475, 0.0545724, -5.52372, 0.209841, -0.246456
2700,-1.20543, 1.02825, 4.02076,2.81319, -0.743255, 2.51513,0.387747,0.22677,-0.892769,0.0345052,0.0192024, 0.0432945, -9.45093e-05, 0.416272, -0.553466, 0.614214,-0.0300694, 0.0314859, 0.0186446,-0.00820265, -0.0236854, -0.118202, -9.39742, 0.160046, -0.225088
2720,-1.20603, 1.02888, 4.02112,2.81522, -0.730757, 2.52872,0.381906,0.222661,-0.896159,0.0383185,0.0190325, 0.0428258, -2.4634e-05, 0.185487, -0.550928, 0.609978,-0.0299199, 0.0314054, 0.0177422,-0.00875871, -0.023205, 0.0713455, -13.4624, 0.0945047, -0.199064
2740,-1.20663, 1.02951, 4.02147,2.82295, -0.721368, 2.54601,0.376663,0.217528,-0.899574,0.0396706,0.0188535, 0.0423673, -7.91296e-05, -0.125278, -0.549849, 0.60631,-0.0295224, 0.0314094, 0.0170975,-0.00914197, -0.0226937, -0.0949466, -17.371, 0.0151484, -0.168578
2760,-1.20721, 1.03014, 4.02181,2.83815, -0.71574, 2.5681,0.372157,0.21109,-0.903055,0.0378524,0.0186662, 0.0419184, -1.81005e-05, -0.511148, -0.550489, 0.603295,-0.0290014, 0.0314545, 0.0165866,-0.00952504, -0.022245, -0.0788434, -20.9726, -0.0762641, -0.133993
2780,-1.20778, 1.03077, 4.02213,2.8608, -0.713443, 2.59499,0.368327,0.203382,-0.90658,0.0329303,0.0184712, 0.0414788, -2.60373e-05, -0.755614, -0.552728, 0.600911,-0.0282419, 0.0315762, 0.0163405,-0.00990762, -0.0217866, -0.0682443, -6.03526, -0.131721, -0.109394
2800,-1.20834, 1.0314, 4.02246,2.88622, -0.711907, 2.6236,0.364688,0.195205,-0.910042,0.0268513,0.0182692, 0.041048, 7.38742e-05, -0.802298, -0.555445, 0.598834,-0.0274805, 0.0316905, 0.0161009,-0.0103052, -0.0212739, 0.113179, -0.0580456, -0.134974, -0.100296
2820,-1.20888, 1.03204, 4.02278,2.91172, -0.709841, 2.6522,0.360991,0.186998,-0.913394,0.0206967,0.0180603, 0.0406261, -3.42376e-06, -0.788183, -0.558019, 0.596874,-0.0265998, 0.0318293, 0.0160001,-0.0105802, -0.0209134, -0.0671365, 0.988644, -0.122474, -0.0962368
2840,-1.20941, 1.03267, 4.0231,2.93655, -0.706967, 2.68027,0.357181,0.178871,-0.916629,0.0147452,0.0178448, 0.040213, 7.53021e-05, -0.752219, -0.560309, 0.594978,-0.0258346, 0.0319263, 0.015774,-0.010965, -0.0204003, 0.110751, 2.82721, -0.106121, -0.093903
2860,-1.20991, 1.03331, 4.02341,2.95977, -0.703009, 2.7072,0.3532,0.170957,-0.919748,0.00934277,0.0176229, 0.0398087, 0.000102344, -0.664291, -0.562166, 0.593092,-0.0250673, 0.0320156, 0.0155545,-0.0112644, -0.019993, 0.107174, 5.93433, -0.0788818, -0.0953972
2880,-1.21041, 1.03396, 4.02372,2.97984, -0.697563, 2.73198,0.348958,0.163475,-0.922756,0.00505898,0.0173945, 0.0394131, 3.08965e-05, -0.50879, -0.563337, 0.591125,-0.0242981, 0.0320962, 0.0153426,-0.0116171, -0.0195327, 0.100972, 9.50047, -0.0380306, -0.10179
2900,-1.21088, 1.0346, 4.02402,2.99496, -0.690237, 2.75346,0.344359,0.156678,-0.925669,0.00256768,0.0171599, 0.0390261, -1.3542e-05, -0.276137, -0.563535, 0.588975,-0.0236423, 0.0321476, 0.0150024,-0.0118442, -0.0191653, -0.0875159, 13.5492, 0.0179719, -0.11358
2920,-1.21135, 1.03524, 4.02432,3.0032, -0.680662, 2.77043,0.339309,0.150836,-0.9285,0.00261318,0.016919, 0.0386476, -8.91629e-05, 0.0363591, -0.562461, 0.586532,-0.0230977, 0.0321744, 0.0145327,-0.0122007, -0.0187188, -0.0994598, 17.4587, 0.0881701, -0.130707
2940,-1.21181, 1.03588, 4.0246,3.00273, -0.668513, 2.78185,0.333721,0.146203,-0.931246,0.00592582,0.0166713, 0.0382776, -7.21671e-05, 0.42417, -0.559851, 0.583696,-0.0227728, 0.0321601, 0.0137927,-0.0125085, -0.0182759, -0.113973, 21.0787, 0.170644, -0.152445
2960,-1.21227, 1.03653, 4.02487,2.99389, -0.654014, 2.78806,0.32763,0.142743,-0.933878,0.0124547,0.0164166, 0.0379158, 3.98535e-05, 0.675647, -0.555805, 0.580485,-0.0226583, 0.0321007, 0.0127775,-0.0128776, -0.0178756, 0.0558177, 6.47821, 0.219374, -0.164378
2980,-1.21272, 1.03717, 4.02511,2.98186, -0.638703, 2.79239,0.321351,0.139739,-0.936375,0.0202333,0.0161554, 0.0375625, 5.09751e-05, 0.731713, -0.551381, 0.577217,-0.0225288, 0.0320309, 0.0117652,-0.0131997, -0.0174431, 0.0539373, 0.54717, 0.218343, -0.161081
3000,-1.21316, 1.03781, 4.02534,2.96946, -0.623402, 2.79659,0.315052,0.136801,-0.938741,0.0281582,0.0158878, 0.0372177, -0.000122908, 0.727582, -0.547174, 0.574076,-0.0222796, 0.031975, 0.0109,-0.0135139, -0.0170222, -0.125074, -0.503443, 0.202718, -0.153317
3020,-1.21361, 1.03845, 4.02555,2.95741, -0.608316, 2.80108,0.308775,0.133831,-0.940986,0.0359418,0.0156139, 0.036881, -9.85951e-05, 0.700463, -0.543313, 0.571099,-0.0221227, 0.0318851, 0.00989646,-0.0138041, -0.0165963, -0.123685, -2.42246, 0.183194, -0.144358
3040,-1.21405, 1.03908, 4.02573,2.94658, -0.593698, 2.80635,0.30257,0.130708,-0.943133,0.0432168,0.015334, 0.0365525, -2.8576e-05, 0.619834, -0.539943, 0.568334,-0.021951, 0.031784, 0.00889677,-0.0141573, -0.0162669, 0.0590732, -5.60422, 0.15321, -0.132199
3060,-1.21449, 1.03972, 4.0259,2.93837, -0.579948, 2.81314,0.296516,0.127244,-0.945224,0.0493868,0.0150487, 0.0362321, -4.78444e-05, 0.469688, -0.537307, 0.565854,-0.0216659, 0.0317027, 0.00804766,-0.014442, -0.015873, 0.0647455, -9.34333, 0.110138, -0.115887
3080,-1.21492, 1.04035, 4.02605,2.93441, -0.56751, 2.82228,0.290703,0.123223,-0.947323,0.0537389,0.0147582, 0.0359196, -0.000104437, 0.239735, -0.535627, 0.563748,-0.0212728, 0.0316458, 0.0073516,-0.0146268, -0.0154353, -0.10632, -13.4334, 0.057813, -0.0949037
3100,-1.21534, 1.04098, 4.02619,2.93644, -0.556807, 2.83461,0.285215,0.11842,-0.949499,0.0555018,0.0144631, 0.0356148, 3.67406e-05, -0.0706673, -0.535176, 0.562111,-0.0208718, 0.0315847, 0.00666099,-0.0148818, -0.015061, 0.0843809, -17.3631, -0.0121839, -0.06933
3120,-1.21575, 1.04162, 4.02632,2.94455, -0.547725, 2.85009,0.28004,0.112825,-0.95177,0.054604,0.0141636, 0.0353174, 2.42736e-05, -0.271513, -0.536023, 0.560945,-0.0202745, 0.0315832, 0.00627462,-0.0150968, -0.014684, 0.0920245, -4.97528, -0.060623, -0.0512739
3140,-1.21615, 1.04225, 4.02644,2.95479, -0.539097, 2.8666,0.274955,0.106939,-0.954037,0.0527066,0.0138605, 0.0350271, 9.3005e-05, -0.312473, -0.537377, 0.559992,-0.0196741, 0.0315784, 0.00589465,-0.015249, -0.0143474, 0.0937281, -0.327019, -0.0707074, -0.0454179
3160,-1.21653, 1.04288, 4.02656,2.96508, -0.53036, 2.88303,0.26985,0.101023,-0.956245,0.0506923,0.0135536, 0.0347437, -7.34214e-06, -0.309425, -0.538741, 0.55911,-0.0189789, 0.0315982, 0.00567348,-0.0153868, -0.0140224, -0.0858274, 0.506029, -0.0654929, -0.04308
3180,-1.21691, 1.04351, 4.02667,2.97482, -0.52138, 2.89909,0.2647,0.0951505,-0.958383,0.0488167,0.013243, 0.0344675, 6.32122e-05, -0.277395, -0.539955, 0.558257,-0.0183718, 0.0315863, 0.00530737,-0.0156265, -0.0136444, 0.0927123, 2.86977, -0.0547303, -0.0427626
3200,-1.21727, 1.04414, 4.02677,2.98295, -0.51196, 2.91427,0.259463,0.0894447,-0.960427,0.0475336,0.0129291, 0.0341979, -8.50404e-05, -0.183533, -0.540827, 0.557369,-0.0176733, 0.0315957, 0.00510234,-0.0157815, -0.0133116, -0.0898625, 6.46568, -0.0312604, -0.0467041
3220,-1.21761, 1.04477, 4.02687,2.9879, -0.501843, 2.92781,0.254085,0.0840896,-0.962346,0.0475316,0.0126116, 0.0339353, 3.88359e-05, -0.0118183, -0.541071, 0.556347,-0.0171473, 0.0315517, 0.00459558,-0.0159854, -0.0129699, 0.0841021, 10.535, 0.00748585, -0.0559077
3240,-1.21795, 1.0454, 4.02696,2.98789, -0.490791, 2.93892,0.248515,0.0792854,-0.964103,0.0495919,0.0122905, 0.0336795, 2.29232e-05, 0.242168, -0.540378, 0.555085,-0.0166156, 0.0315042, 0.00409517,-0.0161692, -0.012644, 0.0758422, 14.636, 0.0615581, -0.0704571
3260,-1.21828, 1.04603, 4.02703,2.98261, -0.478849, 2.94755,0.242756,0.0750657,-0.965677,0.0538804,0.0119655, 0.0334302, 3.17978e-05, 0.407956, -0.538704, 0.553558,-0.0161619, 0.0314273, 0.00344533,-0.0163456, -0.012309, 0.0701916, 3.96803, 0.0955752, -0.0791663
3280,-1.2186, 1.04666, 4.0271,2.97539, -0.466662, 2.95532,0.236933,0.0710603,-0.967127,0.0589759,0.0116369, 0.0331877, -1.44339e-05, 0.440408, -0.536746, 0.551981,-0.015701, 0.0313443, 0.00280241,-0.0165541, -0.0119951, 0.0692471, 0.341908, 0.0983212, -0.0777769
3300,-1.21891, 1.04729, 4.02715,2.96787, -0.454523, 2.963,0.231104,0.0670892,-0.96849,0.0641697,0.0113047, 0.0329518, -6.32066e-05, 0.440409, -0.534775, 0.550463,-0.015233, 0.0312551, 0.00216681,-0.0166561, -0.0116067, -0.109979, -0.4987, 0.0983419, -0.0740204
3320,-1.21921, 1.04791, 4.02718,2.96061, -0.442528, 2.97084,0.225287,0.0630909,-0.969781,0.069208,0.010969, 0.0327226, -9.72561e-05, 0.404871, -0.532869, 0.549039,-0.014758, 0.0311597, 0.00153858,-0.0168453, -0.0112965, -0.108639, -3.17699, 0.0907513, -0.0681045
3340,-1.2195, 1.04853, 4.0272,2.95477, -0.430848, 2.97934,0.219514,0.0589458,-0.971044,0.073574,0.01063, 0.0324997, -8.31463e-05, 0.303091, -0.531257, 0.547776,-0.0142758, 0.0310579, 0.000917664,-0.0169991, -0.0109732, -0.105167, -6.9216, 0.0687975, -0.0580032
