time, p.x, p.y, p.z, roll, pitch, yaw, v.x, v.y, v.z, v.r, v.p, v.y
3160,0.000859,0.000380,0.000003,3.141474,-3.137647,0.839422,-0.011063,0.001398,0.000021,0.001112,0.057812,11.484227
3180,0.000994,0.000561,0.000004,0.001019,-0.004781,-2.074098,-0.011219,-0.000995,0.000033,0.001129,0.070721,11.403395
3200,0.001039,0.000783,0.000006,0.002605,-0.005458,-1.847763,-0.010793,-0.003393,0.000049,0.001149,0.086378,11.316356
3220,0.000983,0.001002,0.000007,0.004675,-0.005826,-1.623266,-0.009794,-0.005670,0.000067,0.001175,0.105339,11.224272
3240,0.000838,0.001175,0.000009,0.007232,-0.005699,-1.400746,-0.008259,-0.007705,0.000087,0.001208,0.128267,11.125246
3260,0.000632,0.001267,0.000011,0.010230,-0.004862,-1.180319,-0.006257,-0.009388,0.000108,0.001249,0.155943,11.020538
3280,0.000406,0.001257,0.000012,0.013559,-0.003075,-0.962083,-0.003879,-0.010629,0.000128,0.001299,0.189294,10.911145
3300,0.000205,0.001148,0.000013,0.017030,-0.000087,-0.746171,-0.001235,-0.011361,0.000144,0.001361,0.229411,10.795288
3320,0.000071,0.000957,0.000013,0.020359,0.004342,-0.532697,0.001551,-0.011544,0.000151,0.001437,0.277569,10.674039
3340,0.000033,0.000721,0.000011,0.023160,0.010420,-0.321752,0.004350,-0.011163,0.000145,0.001530,0.335261,10.548230
3360,0.000102,0.000482,0.000007,0.024935,0.018293,-0.113453,0.007031,-0.010235,0.000120,0.001643,0.404226,10.416183
3380,0.000270,0.000286,0.000000,0.025074,0.028004,0.092121,0.009475,-0.008800,0.000068,0.001779,0.486468,10.278752
3400,0.000513,0.000169,-0.000010,0.022867,0.039460,0.294928,0.011571,-0.006921,-0.000018,0.001942,0.584299,10.136545
3420,0.000793,0.000157,-0.000024,0.017521,0.052384,0.494935,0.013231,-0.004680,-0.000146,0.002139,0.700365,9.987902
3440,0.001066,0.000256,-0.000043,0.008189,0.066276,0.692160,0.014388,-0.002174,-0.000323,0.002373,0.837661,9.833335
3460,0.001290,0.000455,-0.000067,3.135610,3.061222,-2.254927,0.014998,0.000495,-0.000554,0.002651,0.999558,9.673063
3480,0.001428,0.000729,-0.000097,3.115801,3.047988,-2.063093,0.015041,0.003217,-0.000844,0.002980,1.189820,9.505191
3500,0.001459,0.001039,-0.000132,3.089691,3.036999,-1.873906,0.014523,0.005886,-0.001193,0.003369,1.412563,9.329573
3520,0.001376,0.001345,-0.000171,3.056850,3.029966,-1.687433,0.013469,0.008399,-0.001596,0.003825,1.672247,9.145594
3540,0.001189,0.001604,-0.000213,3.017195,3.028897,-1.503961,0.011926,0.010666,-0.002043,0.004358,1.973606,8.950531
3560,0.000920,0.001782,-0.000256,2.971104,3.036041,-1.324052,0.009955,0.012608,-0.002515,0.004977,2.321483,8.742804
3580,0.000604,0.001852,-0.000295,2.919491,3.053781,-1.148482,0.007488,0.014166,-0.002986,0.005695,2.720670,8.527230
3600,0.000282,0.001806,-0.000326,2.863837,3.084511,-0.978037,0.004748,0.015276,-0.003412,0.006522,3.175894,8.317990
3620,-0.000006,0.001648,-0.000342,2.806123,3.130492,-0.813850,0.001815,0.015921,-0.003744,0.007472,3.692098,8.107251
3640,-0.000224,0.001397,-0.000335,2.748705,-3.089483,-0.657207,-0.001227,0.016095,-0.003924,0.008556,4.273478,7.886238
3660,-0.000345,0.001085,-0.000296,2.694151,-3.007470,-0.509266,-0.004288,0.015809,-0.003881,0.009785,4.922823,7.644780
3680,-0.000356,0.000752,-0.000217,2.645125,-2.905570,-0.370728,-0.007273,0.015092,-0.003539,0.011166,5.640619,7.370875
3700,-0.000259,0.000442,-0.000089,2.604440,-2.783225,-0.241465,-0.010072,0.013989,-0.002818,0.012704,6.423848,7.050301
3720,-0.000075,0.000198,0.000096,2.575445,-2.640449,-0.120016,-0.012563,0.012569,-0.001642,0.014392,7.264476,6.666356
3740,0.000156,0.000054,0.000339,2.563130,-2.477924,-0.002540,-0.014607,0.010919,0.000050,0.016214,8.147664,6.199848
3760,0.000380,0.000028,0.000635,2.577183,-2.297309,0.120017,-0.016043,0.009154,0.002289,0.018138,9.049866,5.629480
3780,0.000537,0.000113,0.000969,2.642144,-2.102278,0.271786,-0.016702,0.007404,0.005054,0.020109,9.937139,4.932835
3800,0.000571,0.000276,0.001317,2.843572,-1.903321,0.537799,-0.016413,0.005814,0.008249,0.022049,10.764238,4.088072
3820,0.000449,0.000456,0.001643,0.431842,-1.386638,-1.832561,-0.015030,0.004519,0.011685,0.023857,11.475297,3.076331
3840,0.000177,0.000579,0.001906,1.519068,-1.307146,-0.729019,-0.012474,0.003622,0.015083,0.025407,12.006935,1.884476
3860,-0.000195,0.000579,0.002070,1.879734,-1.095092,-0.380180,-0.008767,0.003155,0.018089,0.026565,12.294338,0.507323
3880,-0.000581,0.000420,0.002110,2.023336,-0.862444,-0.281292,-0.004070,0.003046,0.020335,0.027201,12.279990,-1.052029
3900,-0.000880,0.000116,0.002021,2.113197,-0.633139,-0.275243,0.001313,0.003100,0.021512,0.027220,11.923342,-2.761048
3920,-0.001013,-0.000267,0.001813,2.190463,-0.419049,-0.326426,0.006959,0.003004,0.021467,0.026592,11.213601,-4.492129
3940,-0.000950,-0.000631,0.001512,2.269546,-0.229583,-0.423460,0.012378,0.002391,0.020248,0.025399,10.191299,-6.096803
3960,-0.000721,-0.000877,0.001144,2.355203,-0.072214,-0.559944,0.017088,0.000951,0.018117,0.023820,8.941399,-7.450523
3980,-0.000409,-0.000940,0.000736,2.446319,0.048459,-0.728865,0.020691,-0.001454,0.015468,0.022082,7.567656,-8.484105
4000,-0.000119,-0.000805,0.000310,2.537349,0.131739,-0.921111,0.022919,-0.004751,0.012721,0.020396,6.162902,-9.190470
4020,0.000055,-0.000513,-0.000115,2.620245,0.181203,-1.126346,0.023653,-0.008688,0.010234,0.018917,4.790112,-9.607948
4040,0.000049,-0.000142,-0.000522,2.687090,0.204049,-1.335127,0.022913,-0.012911,0.008242,0.017734,3.479058,-9.795000
4060,-0.000153,0.000213,-0.000898,2.732299,0.209626,-1.540644,0.020824,-0.017050,0.006856,0.016883,2.233299,-9.809934
4080,-0.000523,0.000467,-0.001230,2.753453,0.207867,-1.739039,0.017586,-0.020777,0.006074,0.016364,1.039964,-9.700232
4100,-0.001003,0.000555,-0.001503,2.750959,0.208190,-1.928513,0.013430,-0.023837,0.005812,0.016165,-0.122213,-9.499442
4120,-0.001515,0.000447,-0.001707,2.727277,0.218938,-2.108063,0.008596,-0.026060,0.005919,0.016264,-1.277612,-9.227977
4140,-0.001980,0.000151,-0.001828,2.686455,0.246982,-2.276575,0.003319,-0.027353,0.006202,0.016640,-2.434178,-8.895154
4160,-0.002330,-0.000299,-0.001854,2.633522,0.297325,-2.432463,-0.002182,-0.027698,0.006434,0.017268,-3.586569,-8.502542
4180,-0.002519,-0.000839,-0.001772,2.573650,0.372944,-2.573801,-0.007691,-0.027136,0.006370,0.018115,-4.725494,-8.046488
4200,-0.002531,-0.001393,-0.001572,2.511370,0.474840,-2.698708,-0.012987,-0.025766,0.005770,0.019139,-5.836568,-7.519647
4220,-0.002385,-0.001877,-0.001248,2.449991,0.602292,-2.805626,-0.017835,-0.023739,0.004421,0.020290,-6.899721,-6.912592
