time, p.x, p.y, p.z, roll, pitch, yaw, v.x, v.y, v.z, v.r, v.p, v.y
20,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
80,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
140,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
160,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
180,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
200,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
220,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
240,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
260,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
280,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
300,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
320,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
340,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
360,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
380,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
400,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
420,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
440,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
460,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
480,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
500,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
520,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
540,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
560,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
580,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
600,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
620,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
640,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
660,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
680,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
700,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
720,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
740,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
760,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
780,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
800,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
820,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
840,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
860,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
880,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
900,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
920,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
940,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
960,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
980,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1020,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1040,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1060,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1080,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1100,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1120,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1140,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1160,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1180,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1200,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1220,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1240,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1260,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1280,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1300,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1320,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1340,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1360,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1380,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1400,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1420,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1440,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1460,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1480,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1500,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1520,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1540,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1560,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1580,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1600,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1620,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1640,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1660,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1680,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1700,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1720,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1740,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1760,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1780,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1800,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1820,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1840,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
1860,0.000001,0.000000,0.000000,0.000000,0.000000,0.000018,0.000044,0.000000,0.000000,0.000000,0.000000,0.000878
1880,0.000006,0.000000,-0.000000,0.000000,0.000000,0.000361,0.000261,0.000000,-0.000000,0.000001,0.000001,0.017187
1900,0.000016,0.000000,-0.000000,0.000000,0.000000,0.001433,0.000479,0.000000,-0.000000,0.000005,0.000002,0.053598
1920,0.000030,0.000000,-0.000000,0.000000,0.000000,0.003663,0.000699,0.000001,-0.000000,0.000010,0.000005,0.111498
1940,0.000048,0.000000,-0.000000,0.000001,0.000000,0.007514,0.000919,0.000002,-0.000000,0.000017,0.000009,0.192549
1960,0.000071,0.000000,-0.000000,0.000001,0.000001,0.013483,0.001141,0.000005,-0.000000,0.000026,0.000014,0.298446
1980,0.000098,0.000001,-0.000000,0.000002,0.000001,0.022095,0.001364,0.000012,-0.000000,0.000038,0.000020,0.430592
2000,0.000130,0.000002,-0.000000,0.000003,0.000002,0.033907,0.001588,0.000023,-0.000000,0.000051,0.000028,0.590591
2020,0.000166,0.000004,-0.000000,0.000004,0.000002,0.049505,0.001812,0.000040,-0.000000,0.000068,0.000037,0.779922
2040,0.000207,0.000008,-0.000000,0.000006,0.000003,0.069495,0.002037,0.000067,-0.000000,0.000087,0.000048,0.999485
2060,0.000252,0.000013,-0.000000,0.000008,0.000005,0.094499,0.002263,0.000104,-0.000000,0.000109,0.000059,1.250226
2080,0.000301,0.000021,-0.000000,0.000011,0.000007,0.125153,0.002488,0.000157,-0.000000,0.000134,0.000071,1.532699
2100,0.000354,0.000032,-0.000000,0.000013,0.000009,0.162083,0.002711,0.000228,-0.000000,0.000161,0.000084,1.846500
2120,0.000411,0.000048,-0.000000,0.000017,0.000011,0.205905,0.002931,0.000321,-0.000000,0.000191,0.000097,2.191075
2140,0.000471,0.000069,-0.000000,0.000021,0.000014,0.257209,0.003147,0.000440,-0.000000,0.000224,0.000109,2.565202
2160,0.000533,0.000098,-0.000000,0.000025,0.000018,0.316536,0.003353,0.000590,-0.000000,0.000259,0.000119,2.966363
2180,0.000595,0.000134,-0.000000,0.000030,0.000023,0.384373,0.003547,0.000774,-0.000000,0.000296,0.000127,3.391843
2200,0.000657,0.000181,-0.000000,0.000035,0.000028,0.461137,0.003724,0.000996,-0.000000,0.000335,0.000132,3.838202
2220,0.000715,0.000238,-0.000000,0.000040,0.000034,0.547150,0.003875,0.001260,-0.000000,0.000375,0.000132,4.300650
2240,0.000767,0.000306,-0.000000,0.000045,0.000040,0.642641,0.003993,0.001566,-0.000000,0.000417,0.000128,4.774550
2260,0.000809,0.000386,-0.000000,0.000051,0.000048,0.747739,0.004067,0.001917,-0.000000,0.000459,0.000118,5.254902
2280,0.000838,0.000475,0.000000,0.000056,0.000057,0.862453,0.004086,0.002309,0.000000,0.000501,0.000101,5.735709
2300,0.000849,0.000572,0.000000,0.000062,0.000066,0.986691,0.004038,0.002738,0.000000,0.000542,0.000079,6.211891
2320,0.000838,0.000672,0.000000,0.000067,0.000077,1.120264,0.003911,0.003195,0.000000,0.000583,0.000050,6.678652
2340,0.000804,0.000771,0.000000,0.000071,0.000089,1.262878,0.003691,0.003669,0.000000,0.000623,0.000016,7.130692
2360,0.000746,0.000860,0.000000,0.000074,0.000101,1.414166,0.003368,0.004145,0.000000,0.000661,-0.000023,7.564404
2380,0.000664,0.000933,0.000000,0.000077,0.000115,1.573705,0.002934,0.004602,0.000000,0.000697,-0.000067,7.976943
2400,0.000564,0.000980,0.000000,0.000078,0.000130,1.741007,0.002387,0.005018,0.000000,0.000731,-0.000114,8.365110
2420,0.000452,0.000996,0.000000,0.000077,0.000145,1.915563,0.001726,0.005366,0.000000,0.000763,-0.000162,8.727778
2440,0.000340,0.000976,0.000000,0.000074,0.000162,2.096854,0.000962,0.005621,0.000001,0.000793,-0.000210,9.064571
2460,0.000239,0.000920,0.000000,0.000069,0.000178,2.284343,0.000109,0.005755,0.000001,0.000820,-0.000257,9.374429
2480,0.000163,0.000833,0.000000,0.000061,0.000194,2.477510,-0.000808,0.005743,0.000001,0.000845,-0.000302,9.658339
2500,0.000122,0.000723,0.000000,0.000050,0.000209,2.675864,-0.001760,0.005566,0.000001,0.000868,-0.000343,9.917705
2520,0.000124,0.000606,0.000000,0.000036,0.000222,2.878917,-0.002706,0.005208,0.000001,0.000889,-0.000379,10.152681
2540,0.000169,0.000497,0.000000,0.000019,0.000233,3.086224,-0.003605,0.004665,0.000001,0.000907,-0.000408,10.365350
2560,0.000253,0.000414,0.000000,0.000001,0.000241,-2.985804,-0.004408,0.003939,0.000001,0.000924,-0.000429,10.557860
2580,0.000362,0.000369,0.000000,3.141573,3.141348,0.370401,-0.005067,0.003044,0.000001,0.000940,-0.000441,10.730592
2600,0.000480,0.000372,0.000000,3.141552,3.141349,0.588118,-0.005538,0.002008,0.000001,0.000953,-0.000443,10.885862
2620,0.000586,0.000421,0.000000,3.141531,3.141355,0.808635,-0.005779,0.000866,0.000001,0.000966,-0.000433,11.025841
2640,0.000660,0.000509,0.000000,3.141513,3.141365,1.031646,-0.005758,-0.000335,0.000001,0.000977,-0.000409,11.150550
2660,0.000690,0.000619,0.000000,3.141498,3.141380,1.256888,-0.005455,-0.001539,0.000001,0.000986,-0.000370,11.262114
2680,0.000669,0.000728,0.000000,3.141488,3.141398,1.484136,-0.004863,-0.002686,0.000001,0.000995,-0.000311,11.362418
2700,0.000602,0.000814,0.000000,3.141484,3.141419,1.713155,-0.003991,-0.003710,0.000001,0.001003,-0.000232,11.450934
2720,0.000504,0.000858,0.000000,3.141487,3.141439,1.943745,-0.002864,-0.004550,0.000001,0.001010,-0.000127,11.529489
2740,0.000397,0.000849,0.000000,3.141497,3.141457,2.175738,-0.001525,-0.005146,0.000001,0.001016,0.000009,11.599652
2760,0.000307,0.000787,0.000000,3.141513,3.141470,2.408945,-0.000031,-0.005451,0.000001,0.001022,0.000180,11.660361
2780,0.000257,0.000686,0.000000,3.141534,3.141475,2.643209,0.001546,-0.005429,0.000001,0.001027,0.000396,11.713194
2800,0.000264,0.000567,0.000000,3.141558,3.141470,2.878399,0.003124,-0.005060,0.000001,0.001032,0.000664,11.759483
2820,0.000330,0.000459,0.000000,3.141581,3.141454,3.114353,0.004615,-0.004343,0.000000,0.001035,0.000997,11.797717
2840,0.000447,0.000390,0.000000,0.000007,0.000169,0.209347,0.005931,-0.003298,0.000000,0.001039,0.001409,11.829320
2860,0.000592,0.000380,0.000000,0.000014,0.000212,0.446456,0.006985,-0.001964,-0.000000,0.001042,0.001917,11.855475
2880,0.000734,0.000440,0.000000,0.000005,0.000266,0.683943,0.007704,-0.000399,-0.000000,0.001045,0.002544,11.874321
2900,0.000842,0.000562,0.000000,3.141564,3.141266,-2.219906,0.008026,0.001321,-0.000001,0.001048,0.003314,11.887206
2920,0.000888,0.000725,0.000000,3.141501,3.141205,-1.982001,0.007912,0.003107,-0.000001,0.001050,0.004262,11.895238
2940,0.000858,0.000899,0.000000,3.141404,3.141153,-1.744075,0.007344,0.004859,-0.000002,0.001053,0.005426,11.896286
2960,0.000752,0.001046,0.000000,3.141268,3.141125,-1.506242,0.006330,0.006474,-0.000002,0.001055,0.006855,11.891677
2980,0.000589,0.001134,0.000000,3.141096,3.141136,-1.268592,0.004906,0.007853,-0.000003,0.001057,0.008609,11.882492
3000,0.000400,0.001140,0.000000,3.140891,3.141204,-1.031264,0.003132,0.008904,-0.000004,0.001060,0.010759,11.866393
3020,0.000225,0.001061,0.000000,3.140667,3.141351,-0.794369,0.001093,0.009551,-0.000004,0.001063,0.013393,11.844718
3040,0.000102,0.000909,0.000000,3.140443,-3.141589,-0.557998,-0.001109,0.009739,-0.000004,0.001067,0.016618,11.818550
3060,0.000059,0.000713,0.000000,3.140248,-3.141227,-0.322359,-0.003358,0.009437,-0.000004,0.001071,0.020564,11.781971
3080,0.000109,0.000514,0.000001,3.140124,-3.140736,-0.087619,-0.005527,0.008639,-0.000002,0.001076,0.025385,11.737014
3100,0.000245,0.000354,0.000001,3.140121,-3.140111,0.146088,-0.007491,0.007372,0.000000,0.001082,0.031270,11.685318
3120,0.000442,0.000268,0.000002,3.140299,-3.139365,0.378585,-0.009132,0.005687,0.000005,0.001090,0.038446,11.624876
3140,0.000662,0.000277,0.000002,3.140726,-3.138526,0.609734,-0.010350,0.003663,0.000012,0.001100,0.047184,11.557391
